,sgRNA,Lib36_gDNA,Lib36_sorted1,Lib36_sorted2,Lib66_sorted1,Lib66_sorted2,Lib66_gDNA
4815,sll1355_18,9.121618603898442e-05,0.0,0.00011510505060628044,0.0,0.0,0.00010639927207327275
4816,Entry1551_41,6.310520704655545e-05,0.0,0.0,0.0,3.5334068327254625e-05,3.572902385387339e-05
4817,sll1469_90,9.242469541622902e-05,0.0,0.0007716032572187571,0.0,1.630803153565598e-05,0.00015978427269540266
4818,cpcA_8,4.1562213800021117e-05,0.0,0.0,0.0,0.0,1.2326744935318187e-05
4819,sll0816_22,0.00013882094672522857,0.0003769713963281973,0.0,0.00020490960831835896,2.5481299274462477e-05,0.00023902763299387672
4820,Entry1642_52,4.897090172139025e-05,0.0,2.9048593212941443e-05,4.305367757715915e-05,0.0,1.62657423770552e-05
4822,Entry1093_15,0.00011092014327666826,0.0,0.0,1.812786424301438e-05,1.494902890768465e-05,0.00017271345253357475
4823,rps9_67,2.2120975992173058e-05,0.0,1.3071866945823648e-05,0.0,0.0,4.156800829691885e-05
4824,slr1205_37,9.657566240763443e-05,0.0,1.4161189191308953e-05,1.748044052004958e-05,1.6647782192648815e-05,7.623118578420457e-05
4825,Entry120_75,0.00023902213726459683,0.0,0.000590049549637873,0.00019034257455165094,3.329556438529763e-05,4.128996141867859e-05
4826,fecC_3,5.264897373909123e-05,0.0,0.000469497887804166,8.351766026245911e-05,0.0002660247644253882,6.353371167789937e-05
4827,Entry894_78,0.00011191847711004424,0.0,0.0,4.596708433050075e-05,1.5628530221670315e-05,0.00026219820618056497
4828,ssr2078_16,3.1683963238195615e-05,0.0,0.0,1.1329915151883987e-05,2.853905518739797e-05,9.129205835555198e-05
4829,slr0142_106,0.00010461487696060942,0.0,0.0,0.00038748309819443234,0.0,0.00010403587360823056
4830,slr2037_26,2.9266944483706404e-05,0.0,0.0,0.0,0.0,1.7146224158149356e-05
4831,sll0168_178,3.599256188750249e-05,0.0,0.0,9.128674493803668e-05,0.0,5.0233802668740276e-05
4832,slr0250_82,1.2715620404051974e-05,0.0,0.0,0.0,0.0,1.2929179838172082e-05
4833,slr5126_42,0.0001728168409459791,0.0,0.0,0.0,1.2570774308734821e-05,0.00019124991108292536
4834,sll0448_84,0.00011980006000511778,1.2539034414313707e-05,0.0,4.726193177643034e-05,0.0,0.00017442807494938968
4835,Entry820_1,3.26822970715716e-05,0.0,0.0,0.0,0.0,4.847283910655197e-05
4836,slr5102_116,7.298345760838096e-05,0.0,0.0,0.00018742916779830934,0.0006536802640542107,2.7294935213918846e-05
4837,Entry1477_159,4.4452127528214755e-05,0.0,1.8881585588411936e-05,5.049905039125434e-05,3.3635315042290465e-05,4.08728911013182e-05
4838,Entry1300_44,5.9111871713051525e-05,0.0,0.0007596207125184186,0.00025605608243257813,4.688559066501095e-05,0.00010709438926887343
4839,Entry469_27,3.294501650140739e-05,0.0,0.0,0.0,0.0,3.0909544631042215e-05
4840,rpoD4_9,0.00011922207725947902,0.0003289495624010383,0.00011873612475789811,7.704342303281109e-05,1.834653547761298e-05,0.00017864511926936696
4841,dpm1_2_53,0.000265872062993814,0.0,0.0,8.966818563062469e-05,8.867492147512941e-05,0.00035103418377832813
4842,slr1595_62,9.000767666173979e-05,0.0,0.00019934597092381059,0.0,0.0,0.00010065296992297406
4843,Entry1058_6,6.962064890648292e-05,0.0,0.0002636159834074436,0.0,0.0,5.9223985065175356e-05
4844,sll0702_4,0.00016372674867366096,0.0,0.0,0.00010844347359660389,5.571910774682461e-05,0.00023402278918555205
4845,ssl2245_69,7.256310652064371e-05,0.0,0.0,0.00023436738771325733,2.5821049931455305e-05,0.00011154313932071756
4846,ssl5027_41,9.846724230245206e-05,0.0,0.0002120547304544725,6.992176208019831e-05,0.0,6.62678393139286e-05
4847,Entry1998_37,8.175828656489616e-05,0.0,0.0,0.0,1.2570774308734821e-05,0.00012030161598528577
4848,petF3_33,8.879916728449519e-05,8.750645293393396e-05,0.0,0.0,1.630803153565598e-05,0.00016928420770194488
4849,Entry1240_0,6.07407321780334e-05,0.0,0.0,0.0,0.0,1.3346250155532472e-05
4850,Entry591_1,5.601178244098928e-05,0.0,0.0,0.0,0.0001980746330268216,1.2234062642571433e-05
4851,slr1471_130,7.545302024883734e-05,0.0,0.00032498113656978235,6.830320277278633e-05,0.0,6.358005282427276e-05
4852,Entry371_71,5.46456414058432e-05,0.0,0.0,3.237118614823996e-05,0.0,5.2365495401915614e-05
4853,sll0456_56,3.320773593124317e-05,4.3486438500704995e-05,0.0,0.0,0.0,1.172431003246429e-05
4854,Entry1766_20,6.399845310799713e-05,0.0,6.572244214428e-05,5.405988086756074e-05,1.2231023651741985e-05,1.2187721496198054e-05
4855,sll5069_35,0.00013813787620765554,0.0,0.0,1.618559307411998e-05,1.4269527593698984e-05,0.00016339888211252605
4856,ssr3465_25,5.8586432853379954e-05,0.0,8.678267222366255e-05,0.0,1.1891272994749153e-05,6.80288028761169e-05
4857,recG_42,8.69601312756447e-05,0.0,0.0,0.0,0.0007882215242233725,2.993638055720131e-05
4858,Entry184_31,0.00018957834056950216,0.0,0.0,0.0004344213181093803,0.0,0.00010306270953438964
4859,slr0923_25,2.684992572921719e-05,0.0,0.0,0.0,0.0,5.129964903532794e-05
4860,slr1436_71,6.053055663416477e-05,0.0,0.0,4.2729965715676755e-05,0.0,4.648016981249677e-05
4861,slr1724_22,4.4977566387886326e-05,0.0,0.0,6.377123671203273e-05,0.0003828989904309227,4.555334688502924e-05
4862,sll1481_31,0.00011438803975050061,0.0,0.0,0.0,1.3250275622720485e-05,0.0001505160434207273
4863,Entry1990_53,3.851466841392602e-05,0.0,0.0,6.182896554313833e-05,0.0,5.65361985755195e-06
4864,Entry108_3,0.00014260410651486388,0.0,0.00020116150799961947,2.298354216525037e-05,1.5288779564677483e-05,0.0001650671633819676
4865,hoxU_40,0.00012022041109285503,0.0,0.00012200409149435402,1.812786424301438e-05,2.446204730348397e-05,8.077261812879548e-05
4866,Entry1965_10,0.0001246340975140962,0.0,0.0,1.618559307411998e-05,2.650055124544097e-05,0.00016627203318767542
4867,Entry1584_2,6.704599849409222e-05,0.0,0.0,0.0,0.0,2.2846185162074686e-05
4868,slr1074_112,0.00033265534205807046,0.0,1.4161189191308953e-05,0.0006176422317084185,0.0001009059451268714,0.0003620170354688183
4869,ssr7036_22,0.00015910288670855114,0.0,0.0002835868912413408,0.0003589964543839812,0.0004355603422648119,0.00018536458549350652
4870,TU1351 dsiR3_13,0.0001142829519785663,0.0,0.0,1.1329915151883987e-05,1.494902890768465e-05,0.00013397225416543186
4871,TU1351 dsiR3_12,0.0001416057726814879,0.0,0.0,8.545993143135351e-05,7.916190307933008e-05,0.0002085351586801949
4872,TU2529_4,4.823528731785005e-05,0.0,0.0,4.2729965715676755e-05,0.00012231023651741987,2.5024219041623387e-05
4873,sll1673_47,0.00023213888820289926,0.0,0.0,0.0003334232173268716,0.0006319362220066693,0.00021015709880326303
4874,sll1592_56,0.00016519797748074135,0.0,0.0,0.00013984352416039663,7.33861419104519e-05,8.406283952130523e-05
4875,sll0846_10,8.948223780206822e-05,4.535395426453894e-05,0.0,0.000408200657329306,0.0,7.548972744223055e-05
4876,Entry725_34,4.1246950484218185e-05,0.0,0.0,4.6938219914947936e-05,2.6160800588448143e-05,5.458987042783769e-05
4877,Entry725_31,4.518774193175495e-05,9.070790852907789e-06,0.0,0.0,0.00028199304530405133,2.636811228645131e-05
4878,sll0149_64,0.00015589770966455458,0.0,0.0,0.00030720255654679716,4.110982949613279e-05,0.00014694777514997733
4879,slr1694_11,6.883249061697556e-05,0.0,0.00010493804298175096,0.0,1.3590026279713318e-05,6.719466224139613e-05
4880,glbN_154,0.0002424900337384292,0.0,0.0001201885544185452,0.0005606689440875161,8.527741490520107e-05,0.0004128996141867859
4882,Entry1045_127,0.00011606944410144963,0.0,0.0005835136161649612,0.0001712435747241894,0.0005816531247717301,8.01701832259416e-05
4883,bchE_24,9.058565940737851e-05,1.3606186279361685e-05,0.0,0.0,0.0,4.777772191095132e-05
4884,Entry1772_79,5.532871192341624e-05,0.0,0.0,5.114647411421914e-05,0.0,1.640476581617533e-05
4885,Entry726_28,8.9744957231904e-05,0.0,0.0,0.00023210140468288051,0.0010603618004746316,8.637989683997406e-05
4886,Entry87_30,8.181083045086333e-05,0.0,0.0005631796009159021,7.348259255650473e-05,0.00013182325491321918,9.615787872475651e-05
4887,sll0160_50,5.669485295856232e-05,0.0002526482040501081,0.0002806820319200466,0.0,0.0,6.455321689811366e-05
4888,Entry408_57,9.83096106445506e-05,0.00012458998024435109,0.0,0.0,1.596828087866315e-05,0.00018870114803238967
4889,Entry244_14,7.918363615250547e-05,2.961346425508131e-05,9.985453916948621e-05,0.0002405179130814229,0.000154586548931739,7.280194095257471e-05
4890,sll1638_25,6.0215293318361826e-05,0.0,0.0,8.41650839854239e-05,0.0,4.712894586172404e-05
4891,sll1862_138,0.00012132383269816533,0.0,0.0004901950104683868,8.25465246780119e-05,0.00038052073583197285,7.122634197587989e-05
4892,Entry775_35,0.00022604379743070908,0.0,0.00027487231327745834,0.00013563526996112545,1.970553810558431e-05,0.00031131982133634427
4893,sll0228_22,3.8935019501663284e-05,0.00023157195471541065,0.0,4.6290796191983144e-05,0.0,2.826809928775975e-06
4895,bfr2_25,5.1072657160076534e-05,0.0,0.0,0.0,0.0,5.556303450167859e-05
4896,Entry1866_75,7.277328206451233e-05,0.0,2.7596163552294373e-05,2.2659830303767968e-05,1.3590026279713318e-05,0.00014866239756579223
4897,mntA_7,6.284248761671966e-05,0.0,0.0,0.0,0.0010912791102609797,6.700929765590262e-05
4898,slr0431_67,0.00019877352061375465,0.0,0.00015613618851956023,0.00026479630269260295,9.682893724295741e-05,0.000369848689205919
4899,slr1998_55,0.00034437262862874646,9.284221225917384e-05,0.00028031892450488486,0.0001816023542916262,0.0001291052496572765,0.0005305597848287892
4900,sll5109_22,0.00010214531432015304,7.816887411476417e-05,0.00015141579212245724,1.650930493560238e-05,0.0,0.00014022830892583768
4901,TU1565 nsiR5_13,8.73279384774148e-05,0.0,0.00031372480669976746,3.949284710085276e-05,4.110982949613279e-05,7.660191495519159e-05
4902,slr0651_8,2.2541327079910323e-05,0.0,0.0,0.0,1.596828087866315e-05,1.7192565304522737e-05
4903,slr1461_13,8.995513277577264e-05,0.0011311809769508534,0.0,2.2336118442285576e-05,0.0,1.7192565304522737e-05
4904,gyrA2_103,0.00010624373742559129,0.0,0.0,3.2694898009722365e-05,1.4269527593698984e-05,0.000162657423770552
4905,Entry1227_23,7.198512377500498e-05,0.0,0.0,0.00016120850701823502,0.0,7.00214721701721e-05
4906,glgX_21,0.0001545315686294085,0.0014355860464557884,0.0,4.7909355499395145e-05,9.207242804505771e-05,0.00019152795796116565
4907,Entry141_60,0.00012090348161042807,0.0,0.0,0.0,1.970553810558431e-05,6.084592518824353e-05
4908,Entry1310_55,6.105599549383632e-05,0.0,0.0,3.690315220899356e-05,0.0,2.7712005531279236e-05
4909,met3_60,0.00011948479668931484,0.0008377142140626605,0.0006993448816015653,0.0,0.0,9.852127718979874e-05
4910,pilT_9,8.869407951256087e-05,0.0,0.0,0.0,0.00022559443624324112,1.9138893452204556e-05
4912,slr1260_20,8.018196998588146e-05,6.749735546428444e-05,0.0,0.0007367681967339416,0.0,6.941903726731821e-05
4913,Entry1811_5,9.421118753911237e-05,0.0,0.0,0.0,0.0,0.00011316507944378577
4914,aroC_37,4.629116353706525e-05,0.0,0.0,0.0,0.0,2.2799844015701306e-05
4915,slr7091_59,0.00012027295497882219,3.2548131883963244e-05,0.0,0.0,2.072479007656281e-05,0.0003568268270750001
4916,slr1134_69,5.869152062531428e-05,1.0671518650479753e-05,0.0,5.276503342163114e-05,7.270664059646626e-05,5.366304750037015e-05
4917,Entry366_8,5.1282832703945146e-05,0.0,0.00023238874570353154,8.222281281652951e-05,0.0,7.553606858860393e-05
4918,Entry1550_1,1.2190181544380405e-05,0.0,0.0,0.0,0.0,1.82584116711104e-05
4919,chlL_66,7.13545971433991e-05,0.0,0.00018990517812960463,0.0,0.0,0.00013647467606959422
4920,Entry1325_4,6.636292797651921e-05,0.0,1.5613618851956023e-05,0.0,0.0,5.0975261010714296e-05
4921,slr1253_21,0.00012825962564583002,0.0,0.0005439349079123285,1.5538169351155182e-05,2.310304467551264e-05,0.00014704045744272408
4922,pbp_37,0.00010240803374998885,0.0,0.0,2.622066078007437e-05,5.0283097234939284e-05,0.00014847703298029874
4923,Entry1037_19,0.0002083365078597772,0.0,0.00031953452534235583,0.0005956298251276152,0.00024326147040686842,0.0003879217362915359
4924,Entry650_68,0.00014517875692725456,0.00014219798601764266,0.0001020331836604568,0.00010876718545808628,8.697616819016523e-05,3.188270870488313e-05
4925,psaK_34,8.259898874037068e-05,0.0,0.0,0.0002625303196622261,0.0,1.6682812694415593e-05
4926,ssr2803_44,0.000126578221294881,0.0,0.0,5.503101645200794e-05,7.950165373632291e-05,0.00020005472889386697
4927,Entry1784_51,6.0898363835934876e-05,0.0,2.578062647648553e-05,7.639599930984631e-05,0.0,3.8833880660889617e-05
4928,Entry810_38,4.009098499294073e-05,0.0,0.0,0.0,0.0,1.4365755375746759e-05
4929,Entry1705_46,7.398179144175695e-05,0.0,0.0,0.0,1.9026036791598645e-05,0.000182584116711104
4930,sulA_22,7.81853023191295e-05,0.0,0.0,7.574857558688151e-05,0.0,9.333106879598055e-05
4931,slr1778_171,4.6606426852868184e-05,0.0,0.0,0.0,0.0,2.548763050535715e-05
4932,slr0192_7,4.7762392344145644e-05,0.0,7.48001275233242e-05,0.0,1.630803153565598e-05,1.228040378894481e-05
4933,ssr2723_44,0.00015216709376088646,0.0,0.0,0.00022918799792953892,0.0,4.22631254925195e-05
4934,slr7057_15,9.116364215301724e-05,9.951191141572368e-05,0.0,0.0,0.0,1.0843828251370132e-05
4935,Entry1287_66,7.235293097677508e-05,0.0,0.0,2.0070135411908773e-05,1.2910524965727652e-05,4.138264371142534e-05
4936,slr8026_62,9.347557313557216e-05,0.0,6.245447540782408e-05,0.0,1.1891272994749153e-05,3.656316448859417e-05
4937,sll1590_13,7.765986345945793e-05,0.0,0.0,0.00012333421922479425,0.0,0.0001120992330771981
4938,xylR_52,3.7936685668287296e-05,0.0,0.0,0.0,0.0,4.22631254925195e-05
4939,Entry461_69,0.00012358321979475306,0.0,0.0,0.0,0.0,5.551669335530521e-05
4940,Entry1248_10,9.058565940737851e-05,0.0,0.0,0.0003266252682357412,0.0010984138740578288,8.39238160821851e-05
4942,Entry972_32,5.454055363390888e-05,0.0,0.00010602736522723624,0.0,0.0,0.00010107004024033444
4943,ssl7004_82,8.312442760004225e-05,0.0,0.0,2.1688694719320773e-05,0.0,9.101401147731172e-05
4944,Entry276_84,3.588747411556817e-05,0.0,0.0,0.0002110601336865245,0.0,4.0131432759344174e-05
4945,Entry178_48,5.6957572388398096e-05,0.0,3.1227237703912046e-05,1.2624762597813585e-05,0.0,1.1353580861477278e-05
4946,Entry2049_43,4.129949437018534e-05,0.0,0.0,2.8486643810451173e-05,3.771232292620446e-05,2.5163242480743515e-05
4947,slr0207_42,6.068818829206624e-05,0.0,0.0,0.0,1.7667034163627313e-05,3.957533900286365e-05
4948,slr1537_32,4.4347039756280435e-05,0.0,0.0,0.0,0.0,7.87799488347403e-06
4949,Entry565_88,2.0176852211388255e-05,0.0,0.0,0.0,0.0,1.9694987208685074e-05
4950,sll7089_14,6.725617403796085e-05,0.0,0.0,2.8162931948968767e-05,8.935442278911506e-05,4.967770891225976e-05
4951,sll1373_5,0.00010172496323241579,0.0,0.0003246180291546206,3.625572848602876e-05,0.0,9.40261859915812e-05
4952,Entry1566_54,0.00015227218153282074,3.388207171527321e-05,0.0,0.0001670353205249182,5.436010511885327e-05,0.0001630744940879124
4953,sll1252_31,0.000130256293312582,0.0,0.00041321623845409197,0.00015538169351155182,2.98980578153693e-05,8.568477964437341e-05
4955,slr1983_127,2.837369842226473e-05,0.0,0.0,0.0,1.494902890768465e-05,6.812148516886366e-06
4956,pykF_12,3.7831597896352976e-05,0.0,0.0,0.0,0.0,1.8675481988470786e-05
4958,Entry948_30,7.540047636287016e-05,0.0,0.0,1.3919610043743186e-05,0.0,1.881450542759092e-05
4959,rpl22_40,1.1191847711004423e-05,0.0,0.0,0.0,1.2910524965727652e-05,3.4755859780032483e-05
4960,Entry117_116,3.1894138782064254e-05,0.00029053209525931116,3.449520444036796e-05,0.0,0.0,4.448750051844156e-06
4961,Entry419_3,9.431627531104668e-05,0.0,0.0,3.3342321732687164e-05,9.47904333010004e-05,0.00012665035303843834
4962,Entry1260_33,0.00021033317552652915,0.0,0.0,0.00010358779567436789,0.0009893539131631296,0.00010148711055769483
4963,nCl0710 (CoiR1)_38,5.7430467362102514e-05,0.000258784327274134,0.00015758861818020734,2.427838961117997e-05,0.0,3.475585978003248e-06
4964,sll1250_70,8.611942910017018e-05,0.0,0.0,7.024547394168073e-05,0.0,2.0158398672418838e-05
4965,sll8033_7,0.00011817119954013591,0.0,0.0,3.8197999654923164e-05,3.805207358319729e-05,0.00014180390790253253
4966,sll8001_26,4.8182743431882895e-05,0.0,0.0,0.0,2.3442795332505475e-05,3.943631556374352e-05
4967,Entry450_43,0.00012426629031232612,4.455359036575296e-05,0.0,9.420015169137829e-05,5.87768636597601e-05,0.00016733787955426304
4968,Entry450_69,6.247468041494957e-05,0.0007264636321314091,0.0002098760859635019,0.00019455082875092218,0.00017123433112438782,0.00011330410288290589
4969,slr1861_19,5.874406451128145e-05,0.0,0.0,0.00010099810078250868,0.0,4.6850898983483785e-05
4970,Entry2041_26,9.027039609157558e-05,0.0,0.0007937528095436247,0.0,2.072479007656281e-05,0.000151211160616328
4971,Entry96_98,5.333204425666428e-05,0.0,3.231655994939735e-05,0.0,0.0,7.766776132177925e-05
4972,Entry862_3,0.00011034216053102952,0.0,0.0,0.0,0.0,0.00010389685016911044
4973,aspC_25,4.891835783542309e-05,0.0,3.8126278591985636e-05,1.650930493560238e-05,1.2570774308734821e-05,7.433119878289613e-05
4974,crtX_24,0.000121218744926231,0.0,0.0,1.2624762597813585e-05,8.391841227722974e-05,0.000240047138214091
4975,Entry310_25,8.512109526679421e-05,0.0,5.010882329232398e-05,0.00010617749056622707,0.0,9.819688916518509e-05
4976,sll0572_157,5.4067658660204465e-05,0.0,0.0,6.150525368165592e-05,1.936578744859148e-05,5.241183654828898e-05
4977,slr1865_32,0.00022310133981654824,0.0011357163723773073,0.00030428401390556164,0.0,0.0,3.415342487717858e-05
4978,braG or livF_44,0.00022793537732552672,0.0001672760548462701,0.0,0.00010585377870474468,0.00047633042110395185,0.00010890169397743512
4979,slr2006_91,7.419196698562557e-05,0.0,0.0,0.0,0.0,0.00011613091281168186
4980,ndhC_70,0.0001347750675057575,0.0,0.0,1.748044052004958e-05,4.178933081011846e-05,5.180940164543508e-05
4982,sll1755_61,4.9864147782831907e-05,0.0,0.0,1.9422711688943975e-05,0.0,1.3856002765639615e-05
4983,rpoD3_58,2.385492422908924e-05,0.0,0.0,4.208254199271195e-05,0.0,3.0677838899175344e-05
4984,sll8033_20,8.900934282836382e-05,1.7074429840767607e-05,1.1982544700338345e-05,0.00014826003255893902,8.289916030625124e-05,0.00032967091530020136
4985,psbA3_460,7.461231807336281e-05,0.0,3.1227237703912046e-05,0.00010035067705954389,5.639860906081027e-05,3.999240932022404e-05
4986,slr0976_17,6.384082145009566e-05,0.0,0.0,0.0,0.0,2.9287604507974035e-05
4987,clpX_46,7.597845910850891e-05,0.0,0.0,0.0,0.00024360122106386123,3.6424141049474044e-05
4988,Entry1063_109,5.758809902000398e-05,0.0009516326756565318,0.0,0.0,3.3635315042290465e-05,0.00015561356952179876
4989,sll0060_32,8.186337433683048e-05,0.0,0.0001499633624618102,2.751550822600397e-05,7.304639125345909e-05,8.54994150588799e-05
4990,Entry1926_58,4.4977566387886326e-05,0.0,0.0,0.0,0.0,6.302395906779223e-06
4991,slr0820_48,3.389080644881621e-05,0.0,0.0,0.0004402481316160635,0.0,2.8268099287759747e-05
4992,slr0363_34,4.613353187916377e-05,0.0,0.0,0.00012268679550182945,2.853905518739797e-05,3.382903685256495e-05
4993,Entry1439_43,4.613353187916377e-05,0.0,0.0,0.0,0.0,3.081686233829547e-05
4994,slr0588_97,4.629116353706525e-05,0.0,0.0,0.00012560020225517104,0.0,5.5238646477064964e-05
4995,slr2071_11,0.0001119710209960114,0.0,0.0,1.5214457489672785e-05,4.484708672305395e-05,7.029951904841236e-05
4996,sll1319_145,3.0895804948688266e-05,0.0,0.0,5.697328762090233e-05,0.0,2.5255924773490273e-05
4997,slr0383_54,0.00014601945910272909,0.0,5.519232710458873e-05,7.671971117132872e-05,1.2570774308734821e-05,5.032648496148703e-05
4998,rpl36_82,2.558887246600542e-05,0.0,3.1590345119073816e-05,1.1006203290401586e-05,0.0,3.679487022046105e-05
4999,gabD_21,8.969241334593686e-05,0.0,0.0010272308774926416,1.9422711688943975e-05,0.0,0.00013434298333641888
5000,slr1658_16,5.117774493201084e-05,0.0,0.000510165918302284,4.9204202945324735e-05,0.0,0.00014843069183392537
5001,ssl5007_81,8.62245168721045e-05,0.0,0.00015432065144375143,2.2336118442285576e-05,0.0,0.00013902343912012993
5002,Entry940_116,0.00010787259789057315,0.0,0.0,4.014027082381755e-05,0.0,3.443147175541885e-05
5003,sll0518_98,5.958476668675594e-05,0.0,0.000106390472642398,0.00013563526996112545,4.824459329298228e-05,4.536798229953573e-05
5004,ssl8010_5,7.166986045920204e-05,0.0,0.0,0.0,0.0011442802127518616,9.981882928825329e-05
5005,cmpR_10,0.00011438803975050061,0.0,1.633983368227956e-05,0.00031238194633051566,4.178933081011846e-05,5.602644596541237e-05
5006,Entry395_69,4.797256788801427e-05,0.0,0.0,0.0,1.936578744859148e-05,5.686058660013314e-05
5008,slr0483_20,3.741124680861573e-05,4.028498290556106e-05,4.2846674989088626e-05,1.4567033766707986e-05,0.0,2.127058618537988e-05
5009,Entry1068_3,7.140714102936625e-05,0.0,0.0,0.0,0.0,0.0001138601966393864
5010,Entry154_29,5.1493008247813785e-05,0.0,0.0,0.0001650930493560238,0.0,1.2743815252678576e-05
5011,grxC2_41,0.00011575418078564671,0.0,0.0001372546029311483,2.2012406580803173e-05,1.1891272994749153e-05,0.0001154821367624546
5012,slr0731_27,0.00022089449660592767,0.0,0.0007552634235364773,4.952791480680714e-05,0.00012808599768629806,0.00016460375191823382
5013,Entry1388_31,4.371651312467456e-05,0.0,0.0,0.0,0.0,6.849221433985067e-05
5014,ndkR_27,0.00016088937883143448,0.0,0.0,0.00013336928693074863,4.688559066501095e-05,0.0006152714003993218
5015,Entry1330_43,0.0001046674208465766,0.0,0.0,0.0,1.4609278250691816e-05,0.00021001807536414293
5016,sll1906_22,9.100601049511578e-05,0.0,0.0002752354206926201,9.096303307655429e-05,0.00019399762514290758,4.073386766219807e-05
5017,ddlA_85,9.536715303038979e-05,0.0,0.0002095129785483401,0.00015538169351155182,0.001140882706181933,6.622149816755522e-05
5018,dnaK3_31,9.788925955681334e-05,9.01743325965539e-05,0.0001020331836604568,9.970325333657908e-05,2.6160800588448143e-05,5.500694074519807e-05
5020,slr0096_35,5.653722130066085e-05,3.1747767985177256e-05,0.00012890313238242765,0.0,2.072479007656281e-05,8.17457822026364e-05
5021,Entry263_61,9.494680194265257e-05,0.0,5.3739897443941666e-05,0.0,0.0,6.283859448229873e-05
5022,Entry263_67,7.387670366982263e-05,0.0,0.0,0.0,0.0,8.058725354330196e-05
5023,Entry978_11,0.00010429961364480648,7.790208614850219e-05,0.0006488729508940794,3.0105203117863167e-05,1.1891272994749153e-05,4.138264371142534e-05
5024,deoC_10,9.820452287261628e-05,0.0,0.00028794418022328204,0.0002787159127363461,4.110982949613279e-05,0.00016858909050634422
5025,Entry1161_103,9.626039909183148e-05,0.0,0.0,2.622066078007437e-05,0.0,8.517502703426626e-05
5026,ycf44_177,5.637958964275937e-05,0.0,0.00014487985864954542,0.0,0.0,3.739730512331495e-05
5027,gdhA_47,0.0002596718844496895,0.0,0.0001949886819418694,2.686808450303917e-05,4.178933081011846e-05,0.0003451951993352826
5028,rpoDI_37,4.529282970368926e-05,0.0,0.0,0.0,0.0,6.951171956006496e-06
5029,atpD_10,3.5362035255896616e-05,0.0,0.0,0.0,0.0,2.437544299239611e-05
5030,aroE_3,6.504933082734026e-05,0.0,0.0,0.0,0.0,3.0677838899175344e-05
5031,Entry1322_4,0.00012673585295278246,0.0,0.000106390472642398,0.00011168059221142787,1.1211771680763487e-05,8.424820410679873e-05
5032,Entry2098_40,3.956554613326916e-05,0.0,0.0,0.00017642296450790779,0.0,8.494332130239938e-05
5033,Entry370_18,0.00011659488296112119,0.0,2.323887457035315e-05,9.290530424544868e-05,4.892409460696794e-05,0.00020306690340813645
5034,slr7005_14,7.85531095208996e-05,0.0,0.00019970907833897242,0.0,0.00010158544644085706,8.70750140355747e-05
5035,slr1198_37,0.00024658845684386743,0.0,2.033401524905901e-05,0.00012106823619441746,2.0385039419569973e-05,2.3170573186688322e-05
5036,Entry507_61,0.00014932972391865995,0.0,0.0,0.0002767736415674517,0.002527744888026677,0.00018174997607638317
5037,slr0751_60,5.7220291818233875e-05,0.0,0.00022585281223061967,0.0,0.0,6.965074299918508e-05
5038,slr0882_44,0.00013803278843572123,0.0,0.0,0.0,2.480179796047681e-05,5.9780078821655874e-05
5039,Entry349_45,3.5046771940093664e-05,0.0,0.0,8.31939484009767e-05,5.2321601176896285e-05,2.9704674825334422e-05
5040,Entry761_62,5.974239834465742e-05,0.0,0.0,0.0,2.3442795332505475e-05,0.00012155282693736692
5041,Entry1483_15,4.471484695805054e-05,0.0,0.0,0.0,0.0,2.822175814138637e-05
5042,sll0649_121,2.684992572921719e-05,0.0,0.0,1.683301679708478e-05,3.9750826868161456e-05,1.3160885570038966e-05
5043,ycf43_28,2.900422505387062e-05,0.0,0.0,0.0,0.0,6.4414193458993525e-06
5044,slr1114_32,7.130205325743194e-05,0.0004506048750165075,0.0,0.0,0.0,4.32362895663604e-05
5045,slr1809_38,7.040880719599028e-06,0.0,0.0,0.0,1.596828087866315e-05,1.1585286593344161e-05
5046,sll5004_32,8.617197298613735e-06,0.0,0.0,0.0,0.0,1.8582799695724028e-05
5047,slr8030_67,5.396257088827016e-05,0.0,0.0,5.826813506683193e-05,1.7327283506634478e-05,8.59164853762403e-05
5048,sll0410_27,8.154811102102752e-05,0.00013472792296230686,0.0,1.7804152381531978e-05,1.596828087866315e-05,2.483885445612988e-05
5049,slr2073_108,0.00024122898047521744,0.0,0.0,2.1688694719320773e-05,3.125706044334063e-05,0.00010157979285044159
5050,slr1117_22,6.557476968701183e-05,0.0,0.0,7.413001627946951e-05,0.0,7.447022222201626e-05
5052,sll0064_37,5.207099099345251e-05,0.0,0.0,0.0,0.0,0.00010505537882844484
5053,slr1864_139,0.00019478018528025067,0.0,9.29554982814126e-05,0.0,1.2910524965727652e-05,6.751905026600977e-05
5054,rps1_52,6.825450787133684e-05,0.0,0.0,0.0,3.261606307131196e-05,4.8055768789191575e-05
5055,Entry1159_74,8.054977718765156e-05,1.6540853908243615e-05,0.0,5.6002152036455125e-05,5.809736234577443e-05,0.00012127478005912669
5056,sll0024_152,7.387670366982263e-05,0.0,0.0,8.545993143135351e-05,2.140429139054848e-05,5.482157615970456e-05
5057,slr1178_7,0.00016120464214723745,0.0,0.0,0.0,0.0001980746330268216,7.87799488347403e-05
5058,Entry1898_1,0.0001850070224903595,0.00023744128997317445,0.0,0.0,1.5628530221670315e-05,9.319204535686042e-05
5059,gap2_50,0.00032398560087348963,0.0,0.0,2.6544372641556767e-05,8.833517081813657e-05,0.00020974002848590264
