	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2
sll1691_10	0	0	0	1
slr2070_23	0	0	0	1
sll1725_16	0	1	0	0
slr1305_44	0	0	0	1
ssl2971_81	0	0	0	1
glmU_120	0	0	1	0
rps32_73	0	1	0	0
sll7063_233	0	0	1	0
slr1837_4	0	1	0	0
sll0230_90	0	0	1	0
sll0808_326	0	0	0	1
lmbP_132	0	0	0	1
sll1293_54	0	0	1	0
sll0839_37	1	0	0	0
rpoF_23	0	0	1	0
sll0837_89	0	0	0	1
sll1193_28	1	0	0	0
slr0942_63	0	0	1	0
amiA2_105	0	0	1	0
ssl7051_68	0	0	1	0
ssl7051_125	1	0	0	0
slr2111_31	0	1	0	0
slr2118_42	0	0	0	1
cysE_87	1	0	0	0
aslB_28	1	0	0	0
slr6047_101	0	1	0	0
ssr1853_125	1	0	0	0
gst1_28	0	0	0	1
tktA_58	0	0	1	0
slr0554_8	0	0	1	0
slr6097_330	0	0	0	1
slr6094_41	0	0	0	1
lytB_41	1	0	0	0
slr0168_32	1	0	0	0
slr1957_97	0	0	1	0
pheS_31	0	1	0	0
sll1512_25	1	0	0	0
htpG_50	0	0	1	0
slr1495_40	0	0	0	1
slr1946_82	1	0	0	0
slr0305_121	0	1	0	0
sll1504_82	0	1	0	0
xerC_38	0	0	1	0
sll5026_225	0	0	1	0
sll1982_123	1	0	0	0
sll1988_8	0	0	0	1
slr1547_49	0	0	1	0
slr1542_35	0	0	1	0
purK_61	0	0	1	0
ssl7042_34	0	0	0	1
ssr0692_41	0	0	1	1
slr1790_3	1	0	0	0
fabG3_76	0	0	1	0
fabG2_83	1	0	0	0
slr1376_8	0	1	0	0
cobW_11	1	0	0	0
cobA_10	0	0	0	1
ssr3571_39	0	0	0	1
sll0224_57	1	0	0	0
slr1800_34	0	0	1	1
slr0820_48	0	0	1	0
slr1298_129	1	0	0	0
ssr2998_35	0	0	1	0
argJ_99	0	0	1	0
argB_34	0	0	1	0
sll1268_11	1	0	0	0
sll1267_80	0	1	0	0
ssr2194_31	0	1	0	0
slr0959_147	0	1	0	0
slr1557_18	0	1	0	0
slr1413_62	1	0	0	1
sll7106_140	0	1	0	0
slr1978_45	0	1	0	0
sll0912_127	0	0	1	0
sll0913_58	0	0	0	1
nrtD3_25	1	0	0	0
ssr5074_149	0	1	0	0
ssl5125_74	0	1	0	0
sll1530_47	0	0	1	0
sll1537_3	0	1	0	0
slr1142_17	0	1	0	1
slr0495_6	0	0	1	0
slr0496_9	0	0	1	0
slr0496_31	0	1	0	0
leuC_57	0	0	0	1
hisS2_8	0	0	1	0
hisS2_39	0	0	0	1
hisA_68	0	0	0	1
hlyB2_238	0	0	1	0
sll5036_42	1	0	0	0
gdhA_25	1	1	1	1
sll1062_64	0	0	1	0
psaK_34	0	0	1	0
sll1319_158	0	0	0	1
sll1080_33	1	0	0	0
sll1089_55	0	0	1	0
slr1572_16	0	1	0	0
slr8021_52	0	0	1	1
slr0148_34	1	0	0	0
slr0148_4	0	1	0	0
map2_5	1	0	0	0
sll1308_49	0	1	0	0
manA_11	0	0	1	0
ssl2559_136	0	0	1	0
slr1214_17	0	0	1	0
slr1215_29	1	0	0	0
sll7047_27	0	0	0	1
sll0219_9	1	0	0	0
slr1813_181	0	0	0	1
slr1816_468	1	0	0	0
lytR_56	0	0	0	1
slr1968_34	1	0	0	0
sll1271_26	0	0	0	1
slr0964_37	1	0	0	0
nusB_3	1	0	0	0
slr1963_10	0	0	1	0
sll1411_79	0	0	0	1
ssl8003_4	1	0	0	0
slr5093_64	1	0	0	0
sll2002_111	0	1	0	0
slr0360_62	0	0	0	1
sll1072_49	0	0	0	1
sll1305_8	0	1	0	0
sll1273_99	0	0	1	0
pilT_9	0	0	0	1
sll1891_31	0	1	0	0
sll1892_7	0	0	1	0
fecB2_82	0	0	1	1
slr1931_34	0	0	0	1
slr0482_12	0	0	1	1
sll5080_63	0	1	0	0
slr1171_40	0	1	0	0
slr1778_190	0	1	0	0
slr1772_28	0	0	0	1
slr8014_54	0	0	0	1
slr8016_145	1	0	0	0
slr0573_64	0	1	0	0
slr0575_6	0	0	1	0
slr2096_294	0	1	0	1
slr0771_93	0	1	0	0
slr0773_37	0	0	1	0
hisD2_26	0	0	0	1
spsA_62	0	0	0	1
sll7050_32	0	0	0	1
sll0210_31	0	1	0	0
sll8040_37	0	1	0	0
pykF2_3	0	0	0	1
sll6055_62	1	0	0	0
slr0801_11	0	1	0	0
ndhE_103	0	1	0	0
sll1095_52	0	1	0	0
sll1092_208	0	1	0	0
slr1563_37	0	1	0	0
sll1330_35	0	0	0	1
ssl1378_39	1	0	0	0
sll1428_79	0	0	1	0
atpI_11	0	0	0	1
hemH_77	1	0	0	0
dcoH_7	0	1	0	0
ntcB_82	0	1	0	1
slr1168_44	1	0	0	0
ssl1045_41	0	0	1	0
ssl1045_91	0	1	1	0
nrtB_46	0	1	0	0
sll1671_7	0	0	0	1
sll0687_58	0	0	1	0
sll0687_83	1	0	0	0
sll0446_8	1	0	1	0
sll0847_60	0	0	0	1
sll0669_27	1	0	0	0
sll1247_64	0	0	1	0
slr1998_36	0	0	1	0
ssl8010_5	0	0	0	1
slr1990_53	0	0	1	0
glpX_10	0	0	0	1
cmpB_90	0	1	0	0
slr1163_118	0	0	0	1
slr1768_25	1	0	0	0
slr1768_55	0	0	1	0
slr1762_54	1	0	0	0
ggt_40	0	0	1	0
slr0742_61	0	1	0	0
morR_60	0	0	0	1
slr1342_10	1	0	0	0
pntB_19	0	1	0	1
slr1182_88	1	0	0	0
ssr7040_8	0	0	1	0
sll0782_159	1	0	0	0
sll7027_33	0	0	0	1
sll0602_19	0	1	0	0
slr1962_37	0	0	0	1
ssl8008_7	1	0	0	0
rfbC_55	0	1	0	0
rfbA_14	1	0	0	0
rfbF_19	0	0	0	1
mntA_31	1	0	0	0
mntA_7	0	0	0	1
sll0479_36	0	0	1	0
mgtE_67	0	0	1	0
sll0650_134	0	1	0	0
sll0654_49	1	0	0	0
sll1784_73	0	0	0	1
slr0909_115	0	0	0	1
maf_61	0	1	0	0
ssl5001_7	0	0	0	1
rapQ_49	0	1	0	1
slr7010_9	1	0	0	0
slr0347_25	0	0	0	1
slr0348_37	0	1	0	0
pcnB_64	0	0	1	1
sll1254_84	0	1	0	0
pknA_16	0	0	1	0
slr0001_42	0	0	0	1
slr1505_28	0	1	0	0
sll7069_35	1	0	0	0
sll1439_301	0	0	1	0
slr7032_163	1	0	0	0
asd_55	0	0	0	1
guaB_70	1	0	0	0
sll1924_248	1	0	0	0
sll1924_6	0	0	1	1
sll1920_76	0	1	0	0
recG_42	0	0	0	1
ssl0438_78	1	0	0	0
moaC_8	0	0	1	0
moaC_31	0	0	0	1
sll0238_85	0	0	0	1
guaA_7	0	1	0	0
nCl0710 (CoiR1)_38	0	0	1	0
slr0596_6	0	0	1	1
slr0592_48	0	0	1	0
slr0755_21	1	0	0	0
ubiA_7	0	0	0	1
nrtC2_71	0	0	0	1
queA_58	0	0	0	1
slr7015_15	0	1	0	0
slr7012_39	0	0	0	1
sll0867_51	0	1	0	0
sll0641_4	1	0	0	0
slr0913_97	0	0	1	0
sll0790_152	1	0	0	0
sll0790_151	1	0	0	1
gshB_24	0	0	1	0
gshB_42	1	0	0	0
sll0266_28	1	0	0	0
ssr2087_58	1	0	0	0
sll1687_155	0	1	0	0
slr0353_108	0	1	0	0
sll1220_4	0	0	1	0
sll0088_31	0	0	1	0
ssl5103_136	0	1	0	0
slr1535_70	0	0	0	1
ssr5120_143	1	0	0	0
miaA_37	0	0	1	0
sll7034_82	0	0	0	1
gabD_21	0	1	0	0
sll0462_56	1	0	1	0
ssl3451_41	0	0	1	0
psbX_4	0	1	1	0
nblA2_25	0	0	1	0
slr0095_103	0	0	1	0
gerCb_24	0	1	0	0
ssr2898_74	0	1	0	0
sll0413_49	0	0	1	0
slr1403_7	0	0	1	0
ycf35_38	0	0	1	0
ycf32_29	0	0	0	1
sll1200_86	0	0	1	0
slr7058_11	0	0	1	0
chlG_19	0	1	0	0
sll1913_4	1	0	0	0
sll1912_11	0	0	1	0
sll1916_46	1	0	0	0
slr0612_73	0	1	0	0
ssr0536_11	1	0	0	0
sll2015_49	0	0	0	1
slr5087_97	0	0	1	0
slr0729_4	0	0	1	0
ssr0759_10	0	0	0	1
ssr0759_34	0	0	1	0
glgP_31	1	0	0	0
glgX_21	1	0	0	0
sll0529_100	0	1	0	0
sll0252_16	1	0	0	0
sll0742_41	0	0	0	1
ssr5009_41	0	0	1	0
sll1236_27	1	0	0	0
sll1236_15	1	0	0	0
ssl5113_156	0	0	0	1
rub_26	1	0	0	0
ribC_17	0	0	1	0
slr1529_4	1	1	0	0
slr1949_69	0	0	0	1
slr0116_4	0	1	0	0
slr1940_78	0	0	0	1
sll0909_364	1	0	0	0
rnhA_11	1	0	0	0
slr1411_27	0	1	0	0
ssl0259_79	0	0	1	0
slr1732_16	0	0	0	1
slr0606_8	1	0	0	0
rps4_35	0	0	1	0
sll2003_14	0	0	0	1
slr1644_79	0	1	0	0
pyrG_61	0	0	1	1
ssl2920_28	0	0	0	1
eda_43	0	1	0	0
ssr2016_62	0	0	0	1
ssl1923_17	0	1	1	0
slr1266_118	0	1	0	0
slr1260_20	0	0	1	0
codA_7	0	0	1	0
slr1066_147	0	0	1	0
slr1065_6	0	0	1	0
ftsH2_26	0	0	0	1
rhnB_42	1	0	0	0
sll0240_72	0	0	1	0
sll0240_37	0	1	0	0
sll0400_109	0	0	1	0
sll0403_207	1	0	0	0
sll0406_80	0	0	0	1
slr0286_76	1	0	0	0
slr7037_49	1	0	0	0
sll0625_21	0	1	0	0
ssr3409_94	0	0	1	0
sll0241_50	0	0	0	1
sll0752_52	0	0	1	0
sll0759_47	0	1	0	0
slr1885_29	0	0	1	0
ssr6030_151	0	0	0	1
slr1880_94	1	0	0	0
slr1888_3	1	0	0	0
ssl5129_42	0	1	0	0
sll1575_11	1	1	0	0
sll1575_95	0	1	0	0
sll1573_21	1	0	0	0
sll1570_45	1	0	0	0
slr1461_13	1	0	0	0
sll1377_31	1	0	1	0
sll0175_133	0	0	0	1
slr1398_213	0	1	0	0
slr0421_26	0	1	0	0
slr1384_127	0	1	0	0
ruvA_20	0	0	1	0
mutS_43	0	0	1	0
slr7088_79	0	1	0	0
slr7080_53	1	0	1	0
sll1686_223	0	0	0	1
sll0038_22	0	1	0	0
slr1278_29	0	1	0	0
nadE_13	0	0	1	0
lpxD_47	0	0	1	0
phoA_10	0	0	0	1
slr1721_16	0	0	1	0
ndhH_4	0	0	1	1
rps6_65	0	0	1	1
rps9_47	0	1	0	0
purB_49	0	1	0	0
slr1724_22	0	0	0	1
purH_41	0	0	1	0
purH_74	0	0	1	0
slr0630_126	0	0	0	1
slr0634_47	1	0	0	0
slr0636_110	0	0	0	1
slr2048_3	0	0	0	1
slr2044_25	0	0	0	1
ahcY_47	0	1	0	0
cpcB_53	1	0	0	0
slr1073_31	0	0	0	1
sll1228_10	1	0	0	0
sll0729_10	1	0	0	0
sll0729_42	0	0	0	1
rpl28_22	1	0	0	0
sll0183_12	1	0	0	0
sll0762_73	0	1	0	0
sll0981_97	0	0	0	1
sll0981_158	0	0	1	0
sll0982_64	1	0	0	0
slr0388_50	0	0	0	1
slr0388_36	0	0	1	0
slr1896_27	0	0	0	1
slr1894_24	0	0	0	1
slr1895_26	1	0	0	0
slr0386_67	0	1	0	0
sll0611_18	0	0	1	0
sll1562_56	1	0	0	0
slr0254_31	1	0	0	0
dnaB_23	0	0	0	1
dnaJ_33	0	0	1	0
dnaJ_19	0	0	1	0
sll1108_4	0	0	1	0
gidA2_62	0	1	0	0
ssl1255_28	0	0	0	1
sll1366_73	0	0	0	1
slr1094_109	1	0	0	0
slr1658_16	0	1	0	0
spoT_21	1	0	0	0
spoT_7	0	0	0	1
pstC_41	1	0	0	0
pstB_51	0	0	1	0
pstA_13	1	0	0	0
sll5006_229	0	1	0	0
slr5017_17	0	0	0	1
drgA_175	0	0	1	0
slr0407_62	1	0	0	0
ssl2250_67	0	0	1	0
ssl0350_84	0	0	0	1
sll0428_60	0	0	0	1
ssr2595_52	1	0	0	0
slr0517_23	0	1	0	0
slr0392_238	0	1	0	0
sll0992_53	1	0	0	0
sll0565_21	0	0	1	0
sll0445_130	0	1	0	0
sll0775_18	0	0	0	1
sll8018_74	0	1	0	0
sll1950_56	0	1	0	0
slr2060_7	0	0	1	0
otsA_26	0	1	0	0
gspE_29	0	1	0	0
llaI.2_63	0	0	1	0
ycf39_55	0	0	1	0
slr1866_214	1	0	0	0
slr1863_130	1	0	0	0
sll0281_7	0	0	0	1
sll0354_160	1	0	0	0
sll1770_8	1	0	0	0
sll1773_11	0	0	1	0
sll0609_34	0	0	0	1
rfbW_138	0	0	0	1
rfbW_37	0	1	0	0
rfbU_194	0	0	1	0
sll1559_33	0	0	1	0
sll1005_23	0	0	1	0
sll1005_7	0	0	1	0
sll1001_9	1	0	0	0
fabF_52	0	0	1	0
rfbG_137	0	0	0	1
slr0244_75	1	0	0	0
slr0240_13	0	0	1	0
sll1173_79	1	0	0	0
arsA_20	0	1	0	0
slr1444_40	0	0	1	0
slr1441_18	0	0	0	1
slr1912_45	0	1	0	0
murE_64	0	1	0	0
murZ_22	0	0	1	1
hliA_29	1	0	0	0
sll0019_20	0	0	0	1
slr1293_28	0	1	0	0
slr1053_79	0	1	0	0
ssr3189_70	0	0	0	1
sll0169_39	0	0	0	1
ssr2611_52	1	0	1	0
sll1764_14	0	0	1	0
sll1765_10	0	1	0	0
thdF_84	0	0	1	0
sll0369_79	0	1	0	0
sll0360_87	0	1	0	0
sll5069_404	0	0	1	0
sll5062_33	0	1	0	0
sll5067_13	0	1	0	0
sll0384_22	1	0	0	0
sll0381_27	0	0	0	1
slr0748_10	0	0	1	0
sll1161_12	0	1	0	0
sll1166_133	0	0	1	0
Entry2100_64	0	0	1	0
Entry2107_1	0	0	0	1
Entry1678_39	1	0	0	0
Entry1391_1	0	0	0	1
Entry2034_83	0	0	1	0
Entry2033_61	0	0	0	1
Entry2031_32	0	1	0	0
Entry1106_6	1	0	0	0
Entry1517_64	0	0	1	0
Entry1032_26	1	0	0	1
Entry1586_34	0	1	0	1
Entry361_99	0	0	1	0
Entry365_22	1	0	0	0
Entry417_67	1	0	0	0
Entry1366_56	1	0	0	0
Entry1693_90	0	0	1	1
Entry1967_50	0	0	0	1
Entry1963_87	1	0	0	0
Entry982_65	0	1	0	0
Entry196_21	0	0	0	1
Entry1760_61	1	0	0	0
Entry1760_77	1	0	0	0
Entry969_29	1	0	0	0
Entry1605_47	0	0	1	1
Entry2007_63	0	1	0	0
Entry776_62	0	1	0	0
Entry779_15	1	0	0	0
Entry176_29	0	0	1	0
Entry798_2	0	0	0	1
Entry1597_44	0	0	0	1
Entry1597_30	0	1	0	0
Entry1592_52	0	0	1	0
Entry713_111	1	0	0	0
Entry43_23	0	1	0	0
Entry42_29	0	1	0	0
Entry41_46	0	1	0	0
Entry49_22	1	0	0	0
Entry1687_54	0	0	1	0
Entry1689_11	1	0	0	0
Entry1689_39	0	0	0	1
Entry227_51	1	0	0	0
Entry1975_48	0	0	1	1
Entry1973_94	0	1	0	0
Entry1979_63	0	1	0	0
Entry1466_29	0	0	1	1
Entry1466_85	0	0	1	0
Entry55_2	1	0	0	0
Entry884_43	0	1	0	0
Entry882_2	0	1	0	0
Entry59_37	0	1	1	0
Entry957_75	1	0	0	0
Entry232_35	1	0	0	0
Entry237_1	0	0	0	1
Entry763_98	0	0	1	0
Entry163_74	0	0	1	0
Entry167_20	0	0	1	0
Entry166_53	1	0	0	0
Entry789_41	0	0	0	1
Entry1766_35	0	0	1	1
Entry1769_29	1	0	0	0
Entry1561_48	0	0	0	1
Entry1560_90	0	0	0	1
Entry304_37	0	1	0	0
Entry1165_38	1	0	0	0
Entry430_41	0	0	0	1
Entry432_38	0	1	0	0
Entry1300_27	0	1	0	0
Entry1300_44	0	1	0	0
Entry1946_86	1	0	0	0
Entry549_0	0	0	0	1
Entry1949_49	0	1	0	0
Entry1948_35	0	1	0	0
Entry1415_1	1	0	0	0
Entry1780_32	0	1	0	0
Entry1787_28	0	0	0	1
Entry892_62	0	1	0	0
Entry941_61	0	0	0	1
Entry564_110	1	0	0	0
Entry1744_159	0	0	1	0
Entry154_29	0	0	1	0
Entry1774_1	1	0	0	0
Entry1770_51	1	1	0	0
Entry1196_28	0	0	0	1
Entry1778_58	0	0	1	0
Entry1571_64	1	0	0	0
Entry1579_1	0	1	0	0
Entry339_11	0	0	0	1
Entry1176_110	0	1	0	0
Entry1172_128	0	0	1	0
Entry444_14	0	0	1	0
Entry445_0	1	0	0	0
Entry209_90	1	0	0	0
Entry202_66	0	0	0	1
Entry1959_68	0	1	0	0
Entry1790_43	1	0	0	0
Entry99_81	0	0	0	1
Entry1486_30	0	0	1	0
Entry1487_37	0	1	0	0
Entry849_2	0	1	0	0
Entry840_31	1	0	0	0
Entry141_35	1	0	0	0
Entry142_42	0	0	0	1
Entry329_35	0	1	0	0
Entry323_91	1	0	0	0
Entry1143_15	0	0	0	1
Entry454_32	0	1	0	0
Entry452_6	0	0	0	1
Entry450_69	1	0	0	0
Entry1326_11	0	1	0	0
Entry75_6	1	0	0	0
Entry70_43	1	0	0	0
Entry210_1	0	0	1	0
Entry210_21	0	0	1	0
Entry217_132	1	0	0	0
Entry1432_48	0	1	0	0
Entry924_29	0	0	0	1
Entry924_15	0	0	0	1
Entry857_2	1	0	0	0
Entry132_62	0	0	0	1
Entry1551_57	0	0	0	1
Entry1557_12	0	1	0	0
Entry1084_73	1	0	0	0
Entry1082_23	0	0	0	1
Entry1089_147	1	0	0	0
Entry1154_34	1	0	0	0
Entry1336_19	1	0	0	0
Entry665_25	0	1	0	0
Entry1727_100	0	1	0	0
Entry1727_39	0	0	1	0
Entry1725_1	0	1	0	0
Entry1721_53	0	1	0	1
Entry1423_22	1	0	0	1
Entry267_4	1	0	0	0
Entry593_45	0	0	1	0
Entry591_1	0	0	0	1
Entry615_72	1	0	0	0
Entry913_44	0	0	1	0
Entry863_57	1	0	0	0
Entry860_79	0	0	1	1
Entry861_39	0	0	0	1
Entry1396_92	0	0	1	0
Entry1396_94	0	0	1	0
Entry129_35	0	0	1	0
Entry1529_99	0	1	0	0
Entry1521_0	0	0	0	1
Entry695_7	0	1	0	0
Entry677_36	0	0	0	1
Entry1633_43	1	0	0	0
Entry1632_0	0	1	0	0
Entry1632_1	0	1	0	0
Entry580_22	0	0	0	1
Entry587_39	0	0	1	0
Entry275_8	1	0	0	0
Entry1457_8	0	1	0	0
Entry1459_36	0	0	0	1
Entry477_28	0	0	1	0
Entry473_42	1	0	0	0
Entry1853_1	0	0	1	0
Entry1852_8	0	1	0	0
Entry909_43	0	0	1	1
Entry117_116	1	0	0	0
Entry119_12	0	0	1	0
Entry1534_10	0	0	1	0
Entry1530_34	1	0	0	0
Entry1191_50	0	0	0	1
Entry1198_73	0	0	1	0
Entry1199_68	0	1	0	0
Entry1628_8	1	0	0	0
Entry249_47	1	0	0	0
Entry242_40	0	1	0	0
Entry246_30	0	0	0	1
Entry1990_9	0	0	0	1
Entry1990_53	0	0	1	0
Entry1993_7	1	0	0	0
Entry1441_43	0	0	1	0
Entry480_73	0	1	0	0
Entry480_28	0	1	0	0
Entry487_23	0	0	1	0
Entry1317_76	0	1	0	0
Entry1771_70	0	0	0	1
Entry1050_116	0	0	1	0
Entry1053_38	1	0	0	0
Entry1059_61	0	0	0	1
Entry653_0	1	0	0	0
Entry1955_71	1	0	0	0
Entry1506_23	0	0	1	0
Entry255_23	0	0	0	1
Entry1299_21	1	0	0	0
Entry1271_33	1	0	0	0
Entry497_32	0	0	0	1
Entry494_48	1	0	0	0
Entry1214_62	1	0	0	0
Entry1027_2	0	0	1	0
Entry174_21	1	0	0	0
Entry2086_207	1	1	0	0
Entry797_21	1	0	0	0
Entry394_70	0	0	1	0
Entry1289_0	1	0	0	0
Entry256_5	0	0	1	0
Entry1262_98	0	0	0	1
Entry1260_33	0	0	0	1
Entry1267_71	0	1	0	1
Entry1118_0	0	1	0	0
Entry1296_8	0	1	0	0
Entry1866_48	0	0	1	1
Entry2096_63	1	0	0	0
Entry826_72	0	1	0	0
Entry1602_1	1	0	0	0
Entry1450_8	0	0	1	0
Entry1067_73	0	0	1	0
Entry1073_79	1	0	0	0
Entry1071_55	1	0	0	0
Entry1070_0	0	0	1	0
Entry557_99	0	0	1	0
Entry636_58	0	0	1	0
Entry635_150	0	0	1	0
Entry1677_0	0	0	0	1
Entry1677_36	1	0	0	0
Entry702_7	0	0	1	0
Entry701_19	0	1	0	0
Entry700_26	1	0	0	0
Entry529_32	0	0	1	0
Entry1497_0	1	0	0	0
Entry1496_127	1	0	0	0
Entry525_0	0	1	0	0
Entry1383_26	1	0	0	0
Entry1641_36	1	0	0	0
Entry1814_67	1	0	0	0
Entry1922_57	0	0	0	1
Entry1924_29	0	1	0	0
Entry1926_46	0	0	0	1
Entry2041_26	0	1	0	0
Entry1738_58	0	0	1	0
Entry1662_6	0	0	1	0
Entry280_80	0	0	0	1
Entry289_59	1	0	0	0
Entry732_56	1	0	0	0
Entry1063_109	1	0	0	0
Entry518_97	0	0	0	1
Entry519_0	0	0	0	1
Entry1244_9	0	0	0	1
Entry1248_10	0	0	0	1
Entry15_3	0	1	0	0
Entry358_33	1	1	0	0
Entry359_59	0	0	1	0
Entry1804_35	0	1	0	0
Entry1808_32	0	1	0	0
Entry1808_44	1	0	0	1
Entry1809_20	0	0	0	1
Entry1241_81	0	0	0	1
Entry1887_33	0	0	0	1
Entry2050_16	1	0	0	0
Entry1127_19	0	1	0	0
Entry1128_51	0	1	0	0
Entry725_31	0	0	0	1
Entry726_28	0	0	0	1
Entry1015_9	0	1	0	0
Entry1016_30	0	1	0	0
Entry507_61	0	0	0	1
Entry1237_9	0	0	1	0
Entry1236_0	0	0	1	0
Entry610_37	0	1	0	0
Entry1349_7	0	0	1	0
Entry1341_42	0	1	0	0
Entry1344_5	0	0	1	0
Entry523_117	1	0	0	0
Entry1905_3	0	0	0	1
Entry1904_26	0	0	1	0
Entry1900_75	0	0	0	1
Entry1880_44	0	1	0	0
Entry1661_18	1	1	0	0
Entry1545_35	0	0	1	0
Entry1542_8	0	0	0	1
