	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2
sll0209_40	1	0	0	0
slr1998_36	0	0	1	0
ssl8010_5	0	0	0	1
slr1992_17	0	1	0	0
slr1992_3	0	1	0	0
slr1990_19	0	0	0	1
slr1990_53	0	0	1	0
slr0378_154	0	1	0	0
glpX_10	0	0	0	1
slr0376_20	0	0	1	0
slr0377_34	0	0	0	1
sll0062_109	1	1	0	0
sll0066_26	0	0	1	1
cmpB_90	0	1	0	0
slr2084_174	0	0	1	0
fmu/fmv_73	0	1	0	0
fmu/fmv_50	0	1	0	0
katG_56	0	0	1	0
katG_12	1	0	0	0
slr7024_13	0	0	1	0
slr1162_18	0	1	0	0
slr1163_118	0	0	0	1
slr1166_5	0	1	0	0
sll1934_49	0	0	1	0
slr1768_25	1	0	0	0
slr1768_55	0	0	1	0
slr1762_54	1	0	0	0
trxA3_10	1	0	0	0
trmD_73	0	1	0	0
ggt_40	0	0	1	0
prfA_46	1	0	0	0
prfA_14	0	0	1	0
slr1611_45	0	0	0	1
sodB_15	0	1	0	0
slr1759_37	0	1	0	0
recN_10	0	1	0	0
slr0588_109	0	0	1	0
recA_4	1	0	0	0
slr0742_61	0	1	0	0
slr1692_70	1	0	0	0
slr1693_89	0	0	1	0
morR_60	0	0	0	1
slr1342_10	1	0	0	0
slr1343_4	0	0	1	0
slr1340_84	0	0	1	0
pntB_19	0	1	1	1
slr1184_17	0	1	0	1
slr1184_67	0	0	1	0
slr1182_88	1	0	0	0
ssr7040_8	0	0	1	0
sll0782_91	0	0	1	0
sll0782_159	1	0	0	0
sll7027_33	0	0	0	1
ssl1972_19	0	0	1	0
sll0602_19	0	1	0	0
slr1962_37	0	0	0	1
ssl2595_92	0	1	1	0
ssl8008_7	1	0	0	0
sll1556_10	0	0	1	0
sll5050_12	0	0	1	0
rfbC_55	0	1	0	0
rfbA_14	1	1	0	0
rfbF_19	0	0	0	1
mntA_31	1	0	0	0
mntA_7	0	0	0	1
mntC_175	0	1	0	0
sll0479_36	0	0	1	1
sll0478_30	0	0	0	1
sll0473_40	0	0	1	0
mgtE_67	0	1	1	0
sll0650_249	0	1	0	0
sll0650_134	0	1	0	1
secE_25	1	0	0	0
sll0654_49	1	0	0	0
sll0654_4	1	0	0	0
secF_11	0	0	1	0
sll1783_202	1	0	0	0
sll1784_73	0	0	1	1
slr0909_115	0	0	0	1
slr0909_83	0	1	0	0
maf_61	0	1	0	0
maf_31	0	1	0	0
ilvA_35	0	1	0	0
sll1659_43	0	0	1	1
sll0787_144	0	1	0	0
sll0785_144	0	1	0	0
ssl5001_7	0	0	0	1
sll1654_98	0	0	1	0
rapQ_49	0	1	0	1
slr7010_9	1	1	0	0
slr0347_25	0	1	0	1
slr0341_19	0	0	1	1
slr0348_37	0	1	0	0
pcnB_64	0	1	1	1
sll1254_84	0	1	0	0
sll1252_31	0	1	0	0
sll1250_70	0	0	1	0
sll1251_3	0	0	0	1
sll1251_36	0	0	0	1
sll0094_19	0	1	0	0
sll1329_10	1	0	0	0
dnaX and dnaZ_20	1	0	0	0
dnaX and dnaZ_37	0	1	0	0
pknA_16	0	0	1	0
pknA_48	0	0	1	0
slr0001_25	0	1	1	0
slr0001_42	0	0	0	1
slr0006_46	0	1	0	0
slr1508_31	0	0	1	0
sll0409_74	0	1	0	0
slr1503_13	0	0	1	0
slr1505_28	0	1	0	0
sll1433_43	1	0	0	0
sll7069_35	1	0	0	0
slr1501_34	0	1	0	0
slr1501_22	1	0	0	0
sll1439_301	0	0	1	0
slr0285_102	1	0	0	0
sll0588_42	0	1	0	1
slr7032_163	1	0	0	0
msrA2_46	0	1	0	0
slr1436_28	1	0	0	0
ycf20_10	0	1	0	0
ycf22_31	0	0	1	0
todF_10	0	1	0	0
slr5116_43	0	0	1	0
vapC2_106	0	1	0	0
asd_55	0	0	0	1
guaB_70	1	0	0	0
sll1924_248	1	0	0	0
sll1924_6	0	0	1	1
sll1925_69	0	0	1	1
sll1926_36	0	1	0	0
sll1920_76	0	1	1	0
sll1920_46	1	0	0	0
slr1753_24	1	0	0	0
slr1753_65	0	1	0	0
slr1752_33	0	0	1	0
recG_42	0	0	0	1
recG_110	0	0	1	0
ssl0438_78	1	0	0	0
slr0590_65	1	1	0	0
slr0590_43	0	0	1	1
moaC_8	0	0	1	0
moaC_31	0	0	0	1
sll0238_85	1	0	0	1
slr0455_85	0	1	0	0
slr0455_103	0	0	1	0
slr0599_7	0	1	0	0
guaA_7	0	1	0	0
nCl0710 (CoiR1)_38	1	0	1	0
slr0596_6	0	0	1	1
slr0458_29	0	1	0	0
slr0592_48	0	0	1	0
slr0593_106	0	0	0	1
slr0755_21	1	0	0	0
slr0751_60	0	1	0	0
slr2025_35	0	0	1	0
ubiA_22	1	0	0	0
ubiA_7	0	0	0	1
lepA_11	1	1	0	0
sll5035_23	0	0	0	1
slr0249_27	0	0	1	1
sll5060_46	0	1	0	0
slr1916_32	0	0	1	0
slr1913_7	0	1	0	0
slr1440_85	0	0	1	0
slr1440_23	0	1	0	0
nrtC2_71	0	0	0	1
sll0274_70	0	1	0	0
ssl2069_103	1	0	0	0
queA_58	0	1	0	1
slr7015_15	0	1	0	0
sll0319_17	0	1	0	0
sll0319_29	1	0	0	0
slr7012_99	1	0	0	1
slr7012_39	0	0	0	1
sll0649_121	0	0	0	1
sll0862_96	0	0	0	1
sll0861_54	0	1	0	0
sll0867_51	0	1	0	0
sll0641_4	1	0	0	0
slr0798_4	0	0	0	1
slr0798_15	0	0	0	1
slr0793_60	0	1	0	0
slr0913_97	0	0	1	0
slr0913_12	0	0	1	0
sll0790_152	1	0	0	0
sll0790_151	1	1	0	1
clpX_3	0	1	0	0
clpX_46	0	0	0	1
ctaD_10	0	0	0	1
ctaB_37	0	1	1	1
gshB_24	0	0	1	0
gshB_42	1	0	1	0
sll0266_28	1	0	1	0
sll0267_4	0	1	0	0
sll0269_37	0	1	0	0
ssr2087_58	1	0	0	1
ssr2087_85	0	1	0	0
clpB_107	0	1	0	0
sll1681_103	0	1	0	0
sll1680_14	0	0	1	0
sll1687_155	0	1	0	0
plsX_80	0	1	0	0
sll1135_13	0	1	0	0
slr0353_108	0	1	0	0
slr0351_4	0	1	0	0
slr0356_153	1	0	0	0
slr0358_39	0	0	0	1
sll1220_4	0	0	1	0
sll0088_31	0	0	1	0
sll1225_4	0	1	0	0
ssl5108_14	0	1	0	0
ssl5103_136	0	1	0	0
ssl5103_104	0	0	1	0
sll1353_200	0	1	0	0
sll1350_16	1	0	0	0
proS_84	0	0	0	1
sll1355_92	0	1	0	0
slr1535_70	0	0	0	1
ndhD4_57	1	0	0	0
ndhD4_68	1	0	0	0
sll0886_88	0	0	1	0
sll0886_39	0	1	0	0
ssr5120_143	1	0	0	0
sll1229_68	1	0	0	0
sll1358_101	0	1	0	0
miaA_37	0	0	1	0
bhy_49	0	0	1	0
sll7031_4	0	1	0	0
sll7034_82	0	0	0	1
slr1243_112	0	1	0	0
slr1246_317	1	1	0	0
slr1245_90	0	1	0	0
slr1245_61	0	0	1	0
gabD_21	0	1	0	0
sll0462_56	1	1	1	0
psbB_9	0	0	1	1
psbH_66	1	0	0	0
ssl3451_41	1	0	1	0
psbX_49	1	0	0	0
psbX_4	0	1	1	0
nblA2_25	0	0	1	0
slr0095_40	0	0	1	0
slr0095_103	0	0	1	0
gerCb_24	0	1	0	0
ssr2723_59	1	0	0	0
ssr2723_44	0	0	1	0
ssl2667_10	1	0	0	0
ssr2898_74	0	1	0	1
sll0638_32	0	0	0	1
sll0888_15	0	0	1	0
dacB2_48	0	1	0	0
sll0413_49	0	0	1	0
cysG_57	1	0	0	0
ssl0832_70	0	0	0	1
slr0109_59	1	0	0	0
cysS_22	0	0	0	1
slr1403_7	0	0	1	0
slr1407_144	0	1	0	0
slr1406_50	0	0	1	0
slr1409_87	1	0	0	0
ycf35_25	0	1	0	0
ycf35_38	0	0	1	0
ycf32_29	0	0	0	1
sll1200_86	0	0	1	0
slr7058_161	0	0	1	0
slr7058_11	0	0	1	0
tgt_84	0	0	1	0
chlN_19	1	0	0	0
ppk_5	0	1	0	0
chlG_67	0	0	1	1
chlG_19	0	1	0	0
slr1747_16	0	0	1	0
sll1913_4	1	0	0	0
sll1912_11	0	0	1	0
sll1912_23	0	0	1	0
slr0619_136	0	0	1	0
sll1916_46	1	0	0	0
slr0612_73	0	1	0	0
ssr0536_11	1	0	0	0
sll2013_51	1	0	0	0
sll2015_49	0	0	0	1
sll0914_3	1	0	0	0
slr5087_97	0	1	1	0
slr0729_4	0	0	1	0
slr0722_65	0	0	0	1
slr0725_5	1	0	0	0
glgA_19	0	1	0	0
ssr0759_10	0	0	0	1
ssr0759_34	0	0	1	0
ycf4_41	0	0	0	1
glgP_31	1	0	1	0
TU1565 nsiR5_13	0	1	0	0
glgX_21	1	0	0	0
ssr6062_81	0	1	0	0
sll0414_19	0	0	0	1
sll0414_63	0	0	0	1
pheT_51	0	0	0	1
ssl1918_80	0	1	0	0
slr1258_7	1	0	0	0
slr1259_24	0	1	0	0
ssr3129_39	0	1	0	0
slr1253_21	0	1	0	0
slr0294_94	0	1	0	0
slr0299_9	0	1	0	0
slr0299_29	0	0	1	1
sll0325_40	0	1	0	0
ssr3410_7	0	0	1	0
gspF_64	1	0	0	0
rbcS_12	0	1	0	0
ssl2009_188	1	1	0	1
sll0529_100	0	1	0	0
sll0524_45	0	1	0	0
sll0252_16	1	0	0	0
sll0742_41	0	0	0	1
sll1698_154	0	0	0	1
sll1693_57	0	0	1	0
sll0749_37	0	1	0	0
ssr5009_41	0	0	1	0
ssr2078_29	1	0	0	0
lipA_4	0	0	0	1
slr5053_28	0	0	1	0
lipB_42	0	0	1	0
lipB_4	0	0	0	1
ndkR_68	1	0	0	0
sll1236_27	1	0	0	0
sll1236_15	1	0	1	0
ssl5114_23	0	0	1	0
ssl5113_156	0	0	0	1
ssl5113_124	0	0	0	1
rub_26	1	0	0	0
sll1344_82	0	0	1	0
slr1958_16	1	1	0	0
ribC_17	0	0	1	0
slr1529_4	1	1	0	0
rbpA_20	0	0	1	0
thrB_28	0	1	0	0
slr1949_69	0	0	0	1
slr0112_64	0	0	1	0
slr0112_131	0	1	0	0
slr0116_4	0	1	0	0
slr1940_78	0	0	0	1
sll0909_364	1	1	0	0
rnhA_11	1	0	0	0
slr1411_27	0	1	0	0
sll5028_25	0	0	0	1
ssl0259_79	0	0	1	1
slr1732_16	0	0	0	1
slr1739_7	1	0	0	0
slr1738_60	0	1	0	0
fda_15	0	0	1	1
slr0609_14	1	0	0	0
sll1906_22	0	1	0	1
slr0606_8	1	0	0	0
sll1902_10	0	0	0	1
sll1902_69	0	1	0	0
slr0602_19	0	1	0	0
slr0602_7	0	0	1	0
rps4_35	0	0	1	0
IAP75_8	0	0	0	1
ssl0410_65	0	1	0	0
sll5057_70	0	1	0	0
sll2006_20	0	0	1	0
sll2007_74	0	1	0	0
slr1087_4	0	0	1	0
sll2003_14	0	1	0	1
slr1648_16	0	1	0	0
slr1644_79	0	1	0	0
slr0731_43	0	1	0	0
slr0731_27	0	1	0	0
slr0732_6	1	0	0	0
sll6036_248	0	1	0	0
pyrG_61	0	0	1	1
ssl2920_28	0	0	0	1
psiR1_19	0	1	0	0
eda_43	0	1	0	0
ssr2016_62	1	0	1	1
slr7011_294	0	1	0	0
sll0645_49	0	1	0	0
sll0484_19	0	0	1	0
slr7016_59	0	1	0	0
sll0312_9	0	0	0	1
ssr6046_30	0	1	0	0
ssl1920_41	1	0	0	0
ssl1923_17	0	1	1	0
cmpR_10	0	0	1	0
slr1266_118	0	1	0	0
slr1260_20	0	0	1	0
slr1263_18	0	1	0	0
codA_7	0	0	1	0
priA_44	0	1	0	1
ftsH4_22	0	0	0	1
slr1066_72	0	1	0	0
slr1066_147	0	0	1	0
slr1065_21	1	0	0	0
slr1065_6	0	0	1	0
slr1062_50	0	0	1	0
ftsH2_26	0	0	0	1
ftsH2_12	0	0	1	0
rhnB_42	1	1	0	0
slr5073_54	0	0	0	1
sll0240_72	0	0	1	1
sll0240_37	0	1	0	0
sll0400_43	0	1	0	0
sll0400_109	1	0	1	0
sll0403_207	1	0	0	0
sll0406_80	0	0	0	1
sll0406_119	1	0	0	1
slr0930_9	0	1	0	0
slr0286_76	1	0	1	0
slr7037_49	1	1	0	0
slr0938_19	0	0	1	0
slr0938_55	0	1	0	0
sll0625_35	0	0	1	0
sll0625_21	0	1	0	0
ssr3409_94	0	0	1	0
ssr3402_15	0	1	0	0
sdhB2_139	1	0	0	0
murG_105	0	0	0	1
slr0479_19	0	1	0	0
slr0479_108	0	0	1	1
icsA_58	0	0	0	1
slr1681_37	0	1	0	0
sll0241_50	0	1	0	1
sll0245_47	1	0	0	0
sll0756_40	0	0	0	1
sll0756_21	1	0	0	0
sll0752_52	0	1	1	0
sll0759_47	0	1	0	0
slr1885_29	0	0	1	0
rpoB_28	0	0	1	0
ssr6030_151	0	0	0	1
slr1880_94	1	0	0	0
slr1888_3	1	0	0	0
ssl5129_42	0	1	0	0
sll1758_39	0	1	0	0
sll1757_79	0	0	1	0
sll1201_96	0	0	1	0
sll1752_26	0	0	1	0
sll1575_11	1	1	0	0
sll1575_95	0	1	0	0
sll1574_20	0	0	1	0
sll1573_21	1	0	0	0
sll1571_8	0	0	1	0
sll1570_45	1	1	0	0
ssr5106_67	1	0	1	0
ssl0738_63	0	0	1	0
slr0121_24	0	1	0	0
slr1461_13	1	0	0	0
sll1377_31	1	0	1	0
sll1373_5	0	1	0	0
sll0175_133	0	0	1	1
ssl3291_4	0	1	0	0
slr1398_213	0	1	0	0
slr1393_94	0	1	1	1
slr1397_13	0	0	1	0
glpD_38	0	1	1	0
slr0427_28	1	0	0	0
slr0421_26	0	1	0	0
blaOXA-3_66	0	0	0	1
slr1384_127	0	1	0	0
slr1383_54	1	1	0	0
ruvA_20	0	0	1	0
ssl6035_43	0	0	1	0
mutS_43	0	0	1	0
mutS_22	0	1	0	0
slr7088_108	0	0	1	0
slr7088_79	0	1	0	0
slr7080_53	1	0	1	0
sll0031_53	0	0	1	0
sll0033_10	0	1	0	0
sll1686_223	0	1	0	1
sll0038_22	0	1	0	0
rpiB_4	1	0	0	0
slr1278_29	0	1	0	0
slr1278_53	0	0	1	0
nadE_13	0	0	1	0
slr1076_3	1	0	0	0
sll5132_156	0	1	0	1
sll5132_86	0	1	0	0
slr1077_48	0	0	1	0
lpxD_47	0	0	1	1
sll5048_89	1	1	0	0
slr0416_34	0	1	0	0
phoA_10	1	0	0	1
ycf10_41	0	0	1	0
thiE_43	1	0	0	0
slr1468_47	1	0	0	0
slr1721_16	0	0	1	0
ndhH_4	0	0	1	1
ndhL_62	0	0	1	0
rps6_65	0	0	1	1
rps9_47	0	1	0	0
purB_49	0	1	0	0
sll1870_136	0	0	0	1
slr1724_22	0	0	0	1
purH_41	1	0	1	0
purH_74	0	0	1	0
slr0630_126	0	0	0	1
sll1971_25	0	1	0	0
slr0634_47	1	0	0	0
slr0637_27	0	0	1	0
slr0636_110	0	0	0	1
gcp_179	0	0	1	0
ssl0461_43	0	1	0	0
slr2048_3	0	0	0	1
slr2044_25	0	0	0	1
slr2044_12	0	0	0	1
slr2045_6	1	0	0	0
ahcY_47	1	1	0	0
slr1097_7	0	0	0	1
slr2042_29	0	1	0	0
slr0702_137	0	1	0	0
rps1_2_31	0	0	1	0
cpcB_53	1	0	1	1
slr1588_109	1	0	0	0
slr7057_32	0	0	0	1
atpE_18	0	0	1	0
sll0721_66	0	0	0	1
slr1073_31	0	0	0	1
slr1073_7	0	0	1	0
sll1634_67	1	0	0	0
sll1228_10	1	0	0	0
sll0729_10	1	0	0	0
sll0729_42	0	0	1	1
rpl28_22	1	0	0	0
ssl1690_41	0	0	1	0
rpl22_22	0	0	0	1
mrcB_7	0	0	0	1
met3_60	1	1	0	0
sll0181_132	0	0	1	0
sll0183_12	1	0	0	0
sll0189_40	0	0	1	0
sll0189_19	0	1	0	0
hhoB_8	1	0	0	0
hhoB_50	0	1	0	0
rpl9_136	0	0	1	0
rpl4_88	1	0	0	0
rpl5_34	0	0	0	1
rpl3_121	0	1	0	0
sll0509_38	0	1	0	0
sll0501_4	0	1	0	0
sll0761_16	1	0	0	0
sll0761_4	0	0	0	1
sll0762_73	0	1	0	0
sll0762_93	1	0	0	0
sll0985_43	0	0	1	0
sll0986_263	0	1	0	0
sll0981_97	0	0	0	1
sll0981_158	0	0	1	0
sll0980_15	0	0	1	0
sll0982_64	1	0	0	0
slr0388_50	0	0	1	1
slr0388_36	0	0	1	0
slr1896_27	0	0	0	1
slr1894_24	1	0	0	1
slr1895_26	1	0	0	0
slr1895_51	0	1	1	0
slr0386_67	0	1	0	0
slr0386_45	0	0	1	1
sll1582_230	0	1	0	0
sll1584_34	0	0	1	0
sll0611_18	0	0	1	1
sll6059_263	1	1	0	0
sll1217_35	1	1	0	0
sll1217_54	1	0	0	0
sll1562_56	1	0	0	0
sll1563_117	0	0	0	1
sll5041_40	0	1	1	0
sll5041_7	0	1	0	0
slr0254_31	1	0	1	0
slr0251_97	0	0	1	0
slr0250_37	0	0	0	1
dnaB_12	0	0	1	0
dnaB_23	0	0	0	1
hflX_25	0	0	1	0
dnaJ_33	0	1	1	0
dnaJ_19	0	0	1	0
sll1108_4	0	1	1	0
gidA2_62	0	1	0	0
rnc2_25	1	0	0	0
sdhB_26	1	1	0	0
ssr1038_7	1	0	0	1
slr1471_130	0	1	0	0
slr1472_17	0	1	0	0
trpA_91	1	0	0	0
trpA_60	0	0	1	0
trpG_40	1	0	0	0
trpD_19	0	1	0	1
ssl1255_28	0	0	0	1
sll1366_73	0	0	0	1
devB_23	0	0	1	1
slr2046_25	1	0	0	0
slr1094_89	1	0	0	0
slr1094_109	1	0	0	0
slr1658_16	0	1	0	0
slr1659_43	0	0	1	0
spoT_21	1	0	0	0
spoT_7	0	0	0	1
pstC_41	1	0	1	0
pstC_70	0	1	0	0
pstB_24	0	0	1	0
pstB_51	0	0	1	0
pstA_13	1	0	0	0
slr0719_41	0	0	1	0
slr1664_85	1	0	1	0
sll5006_229	0	1	0	0
slr5017_17	0	0	1	1
drgA_175	0	0	1	0
drgA_7	0	1	0	0
slr0408_23	1	1	0	0
slr0407_62	1	0	0	0
ssl3383_103	0	1	1	0
ssl3382_13	1	0	0	0
aroC_49	0	1	0	0
aroH_115	0	1	0	0
ssl2250_67	0	0	1	0
sll0887_22	0	1	0	0
slr0328_146	0	0	1	1
slr1041_10	0	0	1	0
slr1041_29	0	1	0	0
slr1042_29	0	0	1	0
slr1045_146	0	0	1	0
ssl0350_84	0	0	1	1
slr1046_36	0	0	0	1
slr0106_51	0	1	0	0
sll0428_60	0	0	0	1
sll0422_20	0	0	1	0
ssr2848_102	0	1	1	1
ssl2384_46	0	0	1	0
sll0195_7	0	0	0	1
sll0198_10	1	0	0	0
sarA_73	0	0	1	0
sarA_4	0	0	1	0
sll0514_37	0	0	0	1
ssr2595_52	1	0	0	0
slr0517_23	0	1	0	0
slr0397_10	0	0	1	0
slr0392_236	0	0	0	1
slr0392_238	0	1	1	0
slr0393_246	0	1	0	0
sll0992_53	1	0	0	0
sll0993_88	1	0	0	0
sll0997_4	0	0	1	0
sll0994_3	0	0	1	0
slr1869_77	0	0	1	0
sll0565_21	0	0	1	0
sll0445_130	0	1	0	0
slr5077_28	0	1	0	0
trpS_40	0	0	1	0
sll1369_60	1	0	0	0
sll0990_22	1	0	0	0
leuA2_70	0	0	0	1
sll0775_49	0	0	1	0
sll0775_18	0	0	0	1
icfA_37	0	0	1	0
slr0624_31	0	0	0	1
slr0625_136	0	1	0	0
slr0625_108	0	0	0	1
slr1718_24	0	1	0	0
sll0781_18	0	1	0	1
sll8018_32	0	0	0	1
sll8018_74	0	1	0	0
sll6093_43	0	1	0	0
sll1965_35	0	1	0	0
sll1967_22	0	1	0	0
sll1954_14	0	0	1	0
sll1950_56	1	1	0	0
sll1950_14	1	0	0	0
slr0654_25	1	0	0	0
natA_49	0	0	1	0
slr0658_4	0	0	0	1
slr1704_21	0	0	0	1
ssr1114_25	0	0	0	1
slr0092_4	0	1	0	0
slr0099_61	0	0	0	1
slr2060_7	0	0	1	0
otsA_26	0	1	0	0
slr1670_137	0	0	1	0
slr1670_174	0	1	0	0
slr1679_4	0	1	1	0
slr1679_15	0	1	0	0
gspE_10	0	0	1	0
gspE_29	0	1	0	0
slr1428_54	0	0	1	0
sll5075_74	0	0	1	1
desA_27	0	1	0	0
psb13_19	0	1	0	0
llaI.2_200	0	1	0	0
llaI.2_63	0	0	1	0
ICFG_62	0	1	0	0
sll5003_44	0	0	1	0
ycf39_22	0	0	1	0
ycf39_55	0	0	1	0
mraY_22	0	0	1	0
slr1866_214	1	0	0	0
slr1865_32	1	0	0	0
slr1863_130	1	0	0	0
slr1862_12	0	1	0	0
sll0281_30	0	1	0	0
sll0281_7	0	0	0	1
petF2_5	0	0	1	0
sll0601_22	0	0	1	0
sll0354_160	1	1	0	0
sll0355_65	0	0	1	1
sll1770_8	1	0	0	0
sll1773_11	0	0	1	0
sll0609_34	0	0	0	1
sll0609_20	0	1	0	0
sll1774_96	0	1	0	0
sll1774_399	0	1	0	0
sll1555_26	0	0	0	1
rfbW_138	0	0	0	1
rfbW_37	0	1	0	0
rfbU_194	0	0	1	0
sll1559_33	0	0	1	0
sll1005_23	0	0	1	0
sll1005_7	0	0	1	1
sll1004_40	0	0	0	1
sll1003_63	0	1	0	0
sll1001_9	1	0	0	0
sll1001_23	0	0	1	0
fabF_52	0	0	1	0
rfbG_137	0	0	0	1
rfbD_117	1	1	0	0
slr0244_75	1	1	0	0
slr0240_13	0	0	1	1
slr0243_100	0	1	0	0
slr0243_29	0	0	1	0
sll1173_79	1	0	0	1
sll1170_4	0	0	0	1
sll1174_20	1	0	0	0
sll5128_245	0	0	1	0
sll1178_49	1	0	0	0
sll1178_100	0	0	1	0
ppsA_25	0	0	0	1
ackA_22	0	0	1	0
arsA_20	0	1	0	0
slr1444_40	0	0	1	0
slr1441_18	0	0	0	1
slr1912_45	0	1	1	0
phr_29	0	1	0	0
gspE2_10	0	1	0	0
slr1918_38	0	1	0	0
sll1396_77	1	0	0	0
sll1392_34	0	0	0	1
sll1390_11	1	0	0	0
ccmK4_4	0	0	1	0
sll0156_80	0	0	1	0
amt2_73	0	0	1	0
murE_64	0	1	0	0
murF_7	0	1	0	0
murZ_22	0	0	1	1
hliA_29	1	0	1	0
tyrS2_152	0	1	0	0
slr0476_58	1	0	0	0
slr0476_46	1	0	0	0
slr0474_4	0	0	1	0
ccmK2_76	1	0	1	0
sll0182_50	0	0	1	0
sll0182_38	0	1	0	0
sll0019_20	0	0	0	1
slr0667_282	1	0	0	0
braG or livF_44	0	0	0	1
slr1293_28	0	1	0	0
slr0505_68	0	0	1	0
slr5024_91	0	1	0	0
slr1056_179	0	1	0	0
slr1053_79	0	1	0	1
aspC3_16	0	1	0	0
ssr3189_70	0	0	0	1
ssr3184_3	0	0	0	1
sppA_14	0	0	1	0
slr0199_108	0	1	0	0
sll0169_39	0	0	1	1
ssr3452_10	0	0	1	0
sll0163_59	1	0	0	0
sll0161_213	0	1	0	0
sll0160_16	0	1	0	0
sll0160_50	1	1	0	0
mcpA_40	1	0	0	0
fhuA3_72	1	0	0	0
fhuA3_96	1	1	0	0
ssr2611_52	1	0	1	0
slr0890_57	0	1	0	0
slr0890_36	0	0	1	1
slr1876_16	0	1	0	0
slr0878_7	0	1	0	0
sll1764_14	0	0	1	0
sll1765_10	0	1	0	0
sll1762_26	0	1	0	1
sll1763_25	0	0	1	1
thdF_84	0	0	1	1
sll1768_18	0	1	0	1
sll1769_53	1	0	0	0
ftrV_50	0	0	1	0
sll0369_79	0	1	0	1
sll0364_6	0	0	1	0
sll0364_23	1	0	0	0
sll0360_27	0	1	0	0
sll0360_87	0	1	0	0
sll5069_404	0	0	1	1
sll1544_34	1	0	0	0
sll5062_33	0	1	0	0
sll1543_67	0	0	1	0
sll5067_13	0	1	0	0
sll0384_22	1	0	0	0
sll0381_27	0	0	0	1
slr0748_10	0	0	1	1
sll1495_49	0	0	0	1
sll1495_7	0	0	0	1
sll1161_12	0	1	0	0
sll1166_133	0	0	1	0
sll1169_44	0	0	1	0
sll1169_103	0	1	0	0
agp_91	0	1	0	0
Entry2103_0	1	0	0	0
Entry2100_64	0	0	1	0
Entry2107_1	0	0	1	1
Entry2105_40	0	1	0	0
Entry2108_32	0	0	1	0
Entry2109_28	0	1	0	0
Entry1678_39	1	0	1	0
Entry978_11	0	1	0	0
Entry1395_78	0	0	1	0
Entry975_96	0	1	1	0
Entry975_90	0	0	0	1
Entry976_33	0	1	0	0
Entry1391_1	0	0	0	1
Entry2036_29	0	0	1	0
Entry2037_117	1	0	0	0
Entry2034_64	0	1	0	0
Entry2034_83	0	0	1	0
Entry2032_64	0	1	0	0
Entry2032_86	0	1	0	0
Entry2033_61	0	0	1	1
Entry2030_4	0	0	1	0
Entry2031_32	0	1	1	0
Entry1106_74	0	0	1	0
Entry1106_6	1	0	0	0
Entry1105_42	0	1	0	0
Entry1104_55	0	0	1	0
Entry1108_2	0	0	0	1
Entry1517_64	0	0	1	0
Entry1517_101	0	1	0	0
Entry662_55	0	1	0	0
Entry1510_24	0	0	1	0
Entry747_45	0	0	1	0
Entry1032_26	1	0	0	1
Entry184_31	0	0	1	0
Entry181_22	0	0	0	1
Entry180_0	0	0	0	1
Entry180_86	0	1	0	0
Entry182_83	0	0	1	0
Entry1213_103	0	0	1	0
Entry1743_3	0	1	0	0
Entry1742_54	1	0	0	0
Entry1589_67	0	1	0	0
Entry1583_53	0	1	0	0
Entry1586_48	0	0	0	1
Entry1586_34	0	1	0	1
Entry1585_42	0	1	0	0
Entry361_56	1	1	0	0
Entry361_99	0	0	1	0
Entry362_23	0	0	1	0
Entry365_22	1	0	0	0
Entry366_8	0	1	0	0
Entry419_26	0	1	0	0
Entry412_56	0	0	1	0
Entry410_75	0	1	0	0
Entry417_67	1	0	0	0
Entry416_35	0	0	0	1
Entry1369_61	0	0	1	0
Entry1366_56	1	0	0	0
Entry1699_60	0	0	1	0
Entry1693_90	0	0	1	1
Entry1691_40	0	1	0	0
Entry1690_75	0	1	0	0
Entry1967_2	0	0	1	0
Entry1967_50	0	0	0	1
Entry1961_32	0	0	1	0
Entry1963_87	1	0	1	0
Entry982_65	0	1	1	0
Entry1734_73	0	1	0	0
Entry196_21	0	0	0	1
Entry1609_38	0	0	0	1
Entry1760_61	1	0	0	0
Entry1760_77	1	0	0	0
Entry969_29	1	0	0	0
Entry961_36	1	0	0	1
Entry961_31	1	0	0	0
Entry1605_47	0	0	1	1
Entry2003_136	0	0	0	1
Entry2007_63	0	1	0	0
Entry2006_6	0	0	0	1
Entry772_32	0	1	0	0
Entry776_62	0	1	0	0
Entry775_9	0	1	0	0
Entry779_15	1	0	0	0
Entry171_45	0	0	0	1
Entry176_29	0	0	1	0
Entry1028_3	0	0	1	0
Entry1028_38	0	0	0	1
Entry798_2	0	0	0	1
Entry1759_23	0	0	0	1
Entry791_16	0	0	1	0
Entry793_3	0	1	0	0
Entry794_3	1	0	0	0
Entry796_68	1	1	0	1
Entry1597_44	0	0	0	1
Entry1597_30	0	1	0	0
Entry1592_52	0	0	1	0
Entry711_21	0	1	0	0
Entry713_111	1	0	0	0
Entry311_94	0	0	1	0
Entry311_79	0	1	0	0
Entry1113_8	0	1	0	0
Entry319_69	0	0	0	1
Entry429_54	0	0	1	0
Entry422_55	0	1	0	0
Entry423_48	0	0	1	0
Entry420_54	0	1	0	0
Entry46_23	0	0	1	0
Entry43_23	0	1	0	0
Entry42_29	0	1	0	0
Entry41_46	0	1	0	0
Entry1379_38	0	1	0	0
