sgRNA	Lib36_gDNA	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2	Lib66_gDNA
sll1173_4	1796	4	1	24	61	3130
sll8032_43	840	0	0	5	3	259
sll0822_75	835	2	0	4	11	164
sll0553_55	1771	1	57	34	13	105
apt_30	3967	10	266	629	286	5828
slr1592_130	1196	3	1	5	389	1881
slr1821_98	1166	13	4	59	209	2121
ribG_11	2512	23	13	2234	343	3677
slr1437_66	535	43	0	3	8	321
slr1956_19	881	3	33	8	855	1332
sll7034_82	1765	1	1	15	2223	1823
Entry1956_78	2405	5	980	215	72	1745
kdtB_29	2272	2504	3	22	326	3563
Entry2093_53	3498	28	71	142	347	9426
Entry304_48	1543	117	1	144	21	1702
sll1193_17	2259	30	3	129	310	2598
sll1371_12	424	5	1	8	21	375
Entry1922_51	2806	331	1	37	93	3133
slr8022_7	1154	760	0	865	17	964
slr1396_149	819	6067	72	244	158	2731
slr1557_31	6765	2282	3	596	129	10027
blaOXA-3_14	1333	6	9	40	1798	444
sll1563_117	1285	0	458	263	807	945
slr1590_32	497	0	0	259	7	215
slr0240_24	2676	159	3028	103	144	988
slr0960_220	1344	0	0	23	75	344
sll0645_60	1056	0	1	36	8	201
ssl6035_92	991	1	0	3	19	815
Entry1154_34	1102	8616	2	11	26	570
slr7023_24	1308	1	1	109	8	763
petJ_94	805	5	120	678	48	616
sll0789_454	4690	19	480	2213	188	3942
sll1507_62	1458	1104	1	24	53	2015
Entry330_82	1625	10	12	2225	148	1863
kpsT_42	939	1	29	233	30	1096
ccsA_61	47	1	0	1	2	129
Entry621_5	490	29	5	86	255	669
sll1882_6	1832	1124	1	1064	25	1307
sll1276_97	857	2	192	11	18	880
prmA_41	619	2	0	22	5	49
slr0912_200	758	151	0	0	3	98
Entry1620_3	1001	1	0	825	15	854
ssl0426_171	1046	2	0	175	115	631
slr1942_80	2119	5	4	270	26	2195
slr0254_157	6785	29	4807	289	3642	11580
ssr2067_93	1515	2	24	352	116	2615
slr0980_110	1468	3113	6	10	15	762
slr1236_113	1362	3	9	31	70	1455
Entry1986_49	5029	2	36	472	124	7378
sll1505_20	744	0	0	589	26	1135
Entry522_7	1584	5	412	37	37	3389
Entry69_46	5107	17	205	543	169	838
ssr2406_25	1282	0	424	39	12	375
slr0359_84	640	2	0	139	27	949
atpE_18	103	0	0	158	8	289
Entry57_38	536	2	1	80	7	673
slr2008_109	1120	3	159	13	15	2102
sll1763_11	2226	5	3	55	103	2069
Entry1284_57	2156	5	0	169	42	3671
prmA_103	1483	2	441	6	36	254
sll1967_4	1523	2	272	21	180	1039
sll0010_216	1668	2	2	1100	27	3565
sll1485_7	1660	984	236	116	1280	721
Entry475_122	1315	7	4	9	41	541
Entry1368_35	5140	26	779	1905	273	16778
ribC_49	2056	0	533	6	25	553
Entry1249_41	403	0	0	13	6	1173
slr2062_58	2115	1426	35	1084	26	2904
Entry1906_47	2580	31	10	1018	388	2270
sll0266_28	1117	4438	1	1038	27	1809
uvrD_3	1462	1976	1123	56	129	2912
Entry803_29	3084	480	2	2235	95	3502
Entry839_71	868	3	1	12	30	268
Entry1304_106	1536	4	2	86	17	1230
Entry1490_96	2013	4	1	71	43	3582
sll1495_7	1514	6	15	1960	4047	4575
slr0930_9	3976	425	1925	110	492	6855
slr0895_25	5635	121	226	436	230	5209
Entry1286_31	1072	1	0	10	39	887
sll0498_123	919	3	108	4	1941	677
sll0446_8	805	1645	0	322	3	185
Entry274_62	4967	195	428	940	389	6241
ndhJ_41	2642	10	1204	80	2539	1843
ssl1046_66	1637	1	9	129	34	1908
Entry2007_63	1187	8	1355	25	53	1214
glmS_47	3246	387	504	145	323	4103
slr7012_99	2545	3822	1048	588	3219	4399
slr1334_106	2439	15	260	13	27	1097
sll5081_49	2507	7	2	45	104	1521
Entry2089_3	1525	14	6	57	165	2333
sll0775_49	1465	1	0	1536	26	1942
Entry68_8	175	1	0	2	3	154
slr1270_82	613	0	37	469	13	1643
Entry1270_34	2251	19	1179	19	3030	3038
Entry296_39	2461	2195	687	72	16	518
slr0001_42	2135	5	9	15	5630	3927
Entry1956_3	1568	137	105	3	90	1447
Yfr1_33	8352	12467	11	750	206	7746
Entry769_57	4331	13	3	681	129	6522
apcA_43	246	1	0	3	2	334
sll0446_57	4991	110	598	1385	99	8469
Entry418_14	1109	9	3	16	67	571
ndhD3_8	1448	1	2	12	40	1646
cysS_42	192	1	0	6	13	320
Entry1107_90	6931	69	83	787	1321	10797
Entry2017_15	1505	37	2	299	45	2789
Entry1195_49	2032	2	1	440	1004	3497
hliA_29	1981	3598	2	901	334	1452
Entry60_0	296	1	1	11	3	253
slr1149_4	2265	4	0	28	28	1823
slr1946_82	2625	5979	1236	242	93	4670
Entry994_16	1966	11	2189	96	96	5308
psbN_49	2732	6	87	98	2946	4283
sll0854_40	1865	6	1304	57	18	2674
Entry844_36	4799	12	1352	203	109	8518
Entry1167_87	1054	4	498	247	20	2232
lipB_4	1412	11	0	9	1162	1638
ziaA_13	1487	1527	369	120	382	1563
sll0405_4	884	5	5	26	37	875
Entry60_54	327	4	65	8	13	571
slr0944_65	1505	6	0	4	15	833
Entry1389_36	7308	40	1391	1919	543	12066
mutT_9	718	1	38	3	13	925
Entry1997_87	823	1	0	187	8	584
ntcB_82	1159	10	3989	4	1604	1470
sll1289_28	3208	1342	1838	884	277	2197
Entry526_73	1285	3	2	22	17	833
slr1395_47	4562	9	7	807	147	8099
sll1352_36	1488	1	155	9	34	988
accD_26	176	2	0	6	20	11
Entry1250_14	9008	6	0	349	54	6200
psbH_66	1380	1167	0	195	27	1375
sll1526_23	1374	4	1	30	28	2423
Entry315_63	1818	3	942	26	33	3855
Entry2016_0	915	1	1	26	30	384
ytfC_13	855	1	2	7	6	1323
rpl10_56	296	74	27	308	776	1065
murI_58	2879	11	1	15	38	829
slr1930_41	3221	16	670	109	1461	2900
slr0050_28	2695	14	4	1062	99	3231
sll1631_20	930	3	649	915	10	1710
sll1011_53	1317	14	453	143	190	2116
sll0044_16	2853	19	1393	58	554	3426
pxcA_77	273	16	0	20	5	29
spsC_131	1522	3	90	66	12	1090
nrtD2_85	1535	1	0	7	7	210
ssr2406_9	1309	0	0	212	28	695
Entry104_66	752	1	1	62	12	1052
slr1119_13	1352	3	116	24	8698	1500
Entry852_50	1326	1967	139	32	11	1355
Entry1052_2	1884	22	5	181	1753	2549
Entry760_51	3259	2	2	305	77	2904
Entry910_51	2835	5	2	1149	75	3127
sll6053_115	1076	1	0	373	16	1350
Entry348_39	288	41	0	0	2	54
sll0240_37	1611	12	3908	20	35	2744
sll0135_91	2083	5	0	395	90	1418
sll0752_52	1830	3	1047	377	25	292
slr1951_111	1640	13599	6	211	61	2381
bioB_16	1662	70	1462	151	22	2051
rpoE_13	921	1	3	6	16	2594
slr1206_13	3642	29	10	746	345	3751
sll1135_13	3282	10	2360	364	56	4301
sll7030_86	2746	12	1	31	54	1329
slr0348_65	2491	3	1	1037	38	2775
dnaJ2_114	736	1	0	3	3	349
rpoA_79	1837	2	1	15	36	2160
Entry1162_63	1627	7	12	149	225	2066
Entry1268_32	1809	1	3	404	33	3102
slr6095_8	2218	5094	346	95	77	3813
sll0815_26	1460	393	14	899	15	489
sll0765_136	1970	2	1	282	41	2318
manA_11	1223	4	0	683	67	88
slr6043_14	3296	3312	1	3293	82	5584
Entry938_2	2075	153	5	29	41	867
Entry176_29	1301	4	2	299	38	189
slr0615_42	3229	2	3	1170	467	4195
nadA_7	7407	202	1244	1298	36	637
Entry840_31	2475	9315	6	43	16	2075
ssr2857_40	1857	4	464	1342	45	2904
sll7043_73	1460	4	50	93	26	654
Entry201_1	877	0	3	60	5	1168
ndhF_24	1621	3	1	51	15	1898
slr1116_31	4235	4541	712	438	221	5618
ssr2333_86	2757	0	367	66	29	730
dacB2_48	2625	20	1270	392	63	2503
speA_12	2343	5683	7	243	243	3545
sll0470_28	992	2	1	69	7	208
sll1837_147	2421	2	912	455	29	3216
Entry486_26	1542	4	448	7	22	1310
slr1324_25	3148	938	45	116	249	3277
phy_4	1876	6	3	61	109	1299
Entry1737_2	1815	1	684	15	24	1325
slr2084_75	1250	3	256	63	17	1913
gcvH_15	4755	4544	621	445	77	5887
Entry103_7	923	14	5	39	121	756
Entry1813_8	1054	0	1	0	7	1162
Entry1813_7	938	1	29	279	91	1445
slr0867_91	3207	30	10	134	310	3645
Entry329_35	632	3	1041	130	27	225
Entry1665_32	1015	12	2	37	94	1060
rps11_50	786	1	1	80	41	538
ssl3692_21	1479	5	402	10	30	2819
Entry1144_8	325	2	0	0	5	242
sll0814_169	913	6	102	11	40	1276
Entry2048_34	3310	8	8	943	100	2785
Entry909_43	3325	5	1948	5704	5740	3139
sll0496_25	1359	0	0	2	12	130
sll1882_39	1449	0	2	8	22	1956
sll0245_27	1904	3	0	237	29	970
sll0739_4	1953	9	3	181	155	854
Entry1863_33	1172	6	3	182	38	1311
Entry1853_1	1083	0	1	234	8	189
ssr3184_25	2161	3	287	25	28	3413
hemB_18	1619	3	170	31	45	1034
purL_17	1788	6	0	90	27	1124
phb_12	1094	595	922	1885	48	1245
Entry994_0	868	6	0	357	39	726
slr2104_46	872	3	1	716	14	1346
sll1064_32	858	3	0	76	1067	1656
slr1623_69	1702	136	0	19	77	2658
Entry729_20	2422	2	3	137	41	546
slr6045_10	2340	22	8	116	2478	2559
Entry130_22	1550	1	0	7	17	1851
sll1119_25	2015	105	1	33	43	1628
Entry1641_36	1247	3979	2	345	27	376
trpG_40	1959	2355	10	656	314	2907
ssr6002_81	991	3	1	11	45	551
cobU_9	4930	2895	535	639	449	6519
sgl0002_12	2582	10463	121	295	189	4531
slr0876_46	2060	6	151	44	80	3632
rfbB_106	1324	5	5	38	90	1317
pknA3_27	230	2	0	3	786	18
sll1582_269	1393	2	0	809	130	1956
slr0197_102	989	2	274	17	16	963
Entry1145_91	3243	12	485	89	156	6062
hemH_39	586	3	3	25	48	575
Entry610_37	502	3	762	1	8	157
Entry1125_52	2826	5	296	5	19	278
leuB_4	239	1	0	8	22	409
Entry456_7	1275	1	51	38	34	740
Entry1544_74	898	0	0	203	10	212
sll1392_34	4887	7	13	1394	6368	6724
pds_31	902	0	0	34	24	547
ssr2317_27	698	3175	172	31	9	309
sll1680_14	1684	2	512	456	15	753
sll1870_136	1899	1	0	13	729	1164
Entry894_6	1336	7	2	323	31	2192
slr0439_42	3265	1052	796	305	72	4440
Entry815_76	1785	2	948	3	7	1225
Entry1016_30	773	2	1193	3	11	851
ssl8024_46	270	1	0	3	6	490
sll1293_54	1209	4	44	278	18	235
slr0280_111	543	0	0	0	7	401
sll0364_6	1046	535	0	35	11	76
Entry340_79	1485	5	1	15	569	1801
ftsH2_26	2737	6	0	23	2232	1235
sll0558_16	2579	8	73	20	51	685
sll0069_55	1626	2	927	735	40	3183
sll1682_15	1422	2	303	43	25	239
sll1738_58	2484	6786	204	19	34	4357
sll0033_61	396	0	0	1	4	137
slr0990_37	3548	90	25	584	177	655
sll0317_290	3547	3724	62	189	39	2337
sll0484_19	1410	1	0	565	21	1285
Entry1225_51	554	0	0	4	10	1154
Entry1248_40	1363	756	104	40	41	1050
sll0286_79	2109	2	1	54	15	522
Entry464_29	3665	12	586	2441	345	6462
Entry712_59	1427	5	0	11	46	974
cpcG_65	4296	9	99	25	90	3205
ssl5068_14	2644	4	691	36	41	516
Entry662_55	2553	14	1302	48	124	4419
sll1726_24	4550	16	526	765	347	5667
slr0378_190	2640	4	628	276	47	1119
slr0345_20	1073	1	0	51	12	857
Entry539_63	2609	11	26	538	850	3258
rps8_34	71	3	2	9	14	393
sll1715_185	957	0	0	2	7	1454
Entry1082_101	4302	110	516	348	71	7279
dnaJ2_39	3504	57	17	315	582	3144
Entry147_43	1140	3543	37	67	16	783
desD(des6)_82	1930	7	4	661	107	3156
sll0269_37	1559	3	963	181	40	3320
Entry519_0	851	1	706	2	4935	70
Entry275_10	1082	20	7	113	240	1930
rimI_39	1601	13	5	91	173	504
slr2034_14	1555	17	7	321	169	1278
sll0397_16	1708	3671	2	1757	61	3330
Entry659_60	1115	2	1	7	9	837
ssl0296_95	3491	242	5	197	109	7153
Entry1970_47	1556	1871	967	214	138	1684
slr7082_92	1543	0	0	273	21	1066
Entry821_1	1840	192	68	311	28	3028
cbiE_23	1353	3	1	7	24	4004
rpl21_10	19	0	0	0	0	3
Entry1621_114	848	2	9	124	14	416
ssl2501_31	700	1752	120	49	3	224
Entry62_8	2534	3	10	206	1180	2966
Entry1871_15	2030	2	154	40	14	1135
slr0286_76	1247	2192	1	449	43	933
sll0021_11	1897	1	318	355	31	2903
slr5053_13	1850	12	2	26	81	2212
ssl0483_28	904	35	16	159	376	965
slr2073_97	2539	4	171	27	101	732
sll1618_37	1515	3	819	4	22	1456
Entry1979_38	964	1	0	508	21	1412
sfsA_114	6085	17	7	81	195	3628
slr0870_50	2124	11	480	152	42	3031
slr1272_86	1753	1	2	48	543	2679
Entry1718_62	2101	1	0	337	22	651
slr1566_25	1895	5	3	184	38	2425
Entry1247_0	29	0	0	2	0	45
slr6063_210	1572	11	6	620	282	1977
Entry1626_31	1800	1598	43	314	72	1030
hisD2_80	1496	174	2	237	20	1082
Entry1626_33	1515	1	0	22	19	1990
Entry1279_23	2757	5	1	22	137	2336
Entry1023_53	5010	188	796	56	3030	1670
Entry1406_50	1714	18	89	127	1248	1705
sll1686_223	1505	1	1182	196	763	676
psbD_272	2641	10	5	58	160	693
Entry922_56	2357	3	12	940	62	4686
slr1950_31	1441	1816	1	44	20	1411
Entry438_3	342	1	0	2	9	532
Entry1597_44	1407	3	0	4	3204	1218
Entry230_14	2134	4	105	250	35	1368
slr0655_20	4870	126	259	346	1141	6672
slr2030_52	1277	2	517	537	14	831
sll1601_23	1047	2	42	512	29	2023
slr6068_8	3578	24	518	760	264	2847
sll1475_109	935	3	1	166	10	1163
Entry1110_4	591	1	254	27	20	793
sll5003_13	1128	1	0	1	9	753
slr0232_82	1718	3	124	14	25	958
ureF_70	1399	7	787	83	156	1447
Entry1192_71	593	2	205	46	0	302
pyrB_41	2973	1435	485	29	88	2750
ndhD2_37	1411	13	835	46	161	2586
Entry963_30	1538	12	10	135	228	1625
slr0116_4	754	1	1108	28	8	562
sll0685_43	835	9	1	15	47	878
Entry1791_90	1727	6	0	134	32	2460
ssr0336_103	2090	149	33	230	923	2029
slr6029_5	3591	4	48	733	45	2152
nifJ_23	1654	41	1	1194	21	2429
pleD3_36	492	0	0	0	2	253
Entry863_57	1424	4574	4	5	8	1624
Entry532_37	1167	6	2	643	40	2118
Entry1444_6	640	2	0	139	27	949
ssl1923_36	1864	69	2048	37	42	3798
cbiC_63	1694	0	80	71	11	775
Entry1874_40	1372	2	51	104	41	2542
rps4_35	714	3	2	264	29	30
cysA_104	948	0	186	35	6	61
slr0454_51	3175	5	1468	99	22	2314
Entry2007_82	2020	12	0	785	85	3313
sll1722_76	992	5	38	85	27	2356
ycf6_46	1284	4	1	1061	42	1533
sll1236_27	693	12480	7	82	2	247
Entry407_81	4407	12	188	321	135	1911
slr1524_97	29032	5945	11392	4511	13224	63973
slr2103_13	1367	3	1	22	48	1940
Entry407_87	2221	13	888	57	151	1980
sll1699_97	559	9	1	21	42	402
Entry577_47	1798	0	0	53	916	793
slr1303_62	465	1	0	7	10	446
slr2121_28	2731	582	887	900	127	4751
Entry1027_35	2464	279	465	269	1110	2065
Entry1978_0	172	3	1	9	37	39
sll1377_31	1376	6765	0	1584	23	1194
rps6_35	1763	3	1	79	32	1068
slr1813_181	675	3	4	71	591	451
dapB_21	461	4	4	38	53	1296
psaB_26	284	2	2	5	12	260
psbA3_14	2633	27	8	131	206	2269
slr7011_294	1509	4	815	177	29	2149
slr1924_51	1321	4597	566	50	117	2039
Entry2113_21	2943	11	5	238	210	1598
Entry351_58	4961	21	573	513	245	8388
Entry775_9	1073	3	810	11	18	3585
Entry499_26	1937	2	3	54	26	779
Entry2019_58	5047	59	3271	2806	209	2880
Entry1228_32	1755	475	1601	17	16	1037
slr1667_137	888	0	0	3	7	375
Entry1988_11	3339	4758	139	360	269	2105
slr7099_370	831	0	0	3	7	828
slr1557_18	1167	3	1337	601	29	3135
slr5005_9	1773	2	58	161	20	2648
sll1119_3	1502	0	2	285	14	672
Entry1662_6	1790	17	0	656	17	504
slr8016_132	1373	0	0	4	20	1740
slr1940_67	681	2	1	5	15	1056
isiB_49	372	2	1	26	10	69
slr0586_97	2805	12	1362	199	1286	3455
sll5028_45	783	2	0	4	8	416
Entry65_31	2320	10	577	48	43	1297
Entry1365_111	1262	309	0	54	18	953
ycf46_60	1648	3459	1	135	24	946
Entry865_50	4468	62	474	31	556	893
Entry1698_4	1628	3	27	29	68	2753
Entry1698_5	1269	1	1	588	17	2337
sll7001_131	1957	13	22	604	116	2938
ssl0787_18	1815	2	0	849	15	1847
chlM_52	775	2	1	12	22	188
slr0640_10	1656	1	268	64	24	1757
zntC_13	1567	2	1	209	175	913
ssr5009_41	1751	498	4	1818	27	1539
rpl11_4	137	1	0	92	2	359
Entry2095_6	932	1	0	111	10	792
Entry1583_53	2181	389	1233	17	53	1478
slr2046_118	1552	4	0	167	26	1546
Entry1240_59	2548	6	1	760	48	3061
Entry189_32	5998	18	63	730	2671	1972
Entry1904_26	1105	0	0	465	7	310
Entry804_59	3407	4978	146	119	124	4924
slr1609_84	1983	1466	0	225	1711	588
Entry1457_31	2599	256	434	176	36	3428
slr0889_7	1772	2	1	321	23	1552
sll0754_34	1614	5	755	16	13	2277
ssl1300_49	1421	9	0	38	56	1344
sll1336_66	825	3	2	8	87	1005
Entry120_89	1362	14	4	438	191	624
slr2024_44	1720	6	1	179	172	5810
Entry1481_38	1552	3	745	402	52	1657
Entry515_42	1144	5	2082	1305	16	2379
Entry909_7	4181	550	1001	2156	345	7315
psaF_54	739	1	0	563	8	972
Entry1278_30	1594	149	182	25	22	2632
slr2096_294	2446	8	2961	1114	6213	1530
Entry188_27	7157	18	207	1966	221	7181
Entry1138_16	313	0	543	1	2	163
slr0703_452	3567	10	801	93	118	6368
slr1039_37	3374	13	351	177	158	5902
slr0053_4	949	9	2	39	85	956
ssr0657_22	846	125	0	121	17	748
sll0224_57	1552	8495	4	74	152	3007
slr0882_10	699	14	26	34	83	207
slr6051_82	2193	3	1731	16	35	3096
ndhJ_61	1188	2	43	231	127	784
slr6088_5	3591	4	48	733	45	2152
slr0533_47	929	5	0	23	61	762
fbp_72	4864	1750	12	678	1295	4145
Entry641_117	1530	88	55	1175	31	1869
slr1901_44	1268	4	2152	25	22	2336
fecB_24	824	1	55	18	9	199
ssl5070_147	2830	3	223	246	64	1172
Entry2110_37	878	564	895	139	157	451
Entry1649_27	1774	2	0	411	37	3471
slr1171_8	2562	2	0	246	39	3745
slr1322_3	2571	2	4	224	47	1926
Entry361_99	1027	1	0	213	6	176
Entry482_0	4330	570	4	793	197	9756
pdxJ_34	1693	11	48	515	235	1397
Entry962_15	66	1	1	10	20	150
rpl16_76	603	0	0	11	34	1228
sll1202_192	775	2	0	8	4	569
Entry2069_43	2656	2	0	84	3424	2274
sll0832_66	4150	16	6	460	188	1897
Entry1284_71	2059	10	2	56	3981	2870
Entry2113_29	1332	5	415	26	17	1462
Entry850_38	5985	13	9	61	157	10111
sll1634_52	715	1	0	10	23	95
sll1142_51	1849	2	22	10	42	3144
ndbB_58	1613	2	0	37	21	1643
sll0062_3	2185	17	33	124	203	1811
Yfr1_17	8674	10	868	676	170	8136
Entry214_20	1261	1	98	7	16	1014
Entry388_7	2331	7	55	122	101	839
Entry1218_74	2455	10	2	453	101	3249
sll1571_8	1267	186	1	918	32	1210
ssl5113_156	616	11	1	17	81	28
sohA_34	918	12	393	111	205	1262
ssr0349_47	1114	12	49	116	147	2297
ssr0349_46	1436	4	1	215	71	3728
slr1682_150	5470	29	1069	273	331	12670
Entry434_88	1717	1	358	373	15	1036
Entry494_48	1239	3559	0	5	15	1743
slr2095_109	6224	3906	360	983	212	8872
isiA_7	1525	29	8	219	339	3319
Entry1361_23	3425	9	1783	1313	105	5425
slr0890_57	1601	2	984	299	31	3481
sll1866_3	2033	5	110	17	45	1664
chlB_58	2207	7	433	610	59	1548
slr0821_75	725	0	0	5	9	105
sll1330_6	1845	2	0	624	62	2524
slr0929_10	1398	127	10	84	177	6197
Entry789_41	911	0	1	4	1933	570
rnb_26	890	3	765	41	42	2828
sll1995_44	3074	3	116	510	49	822
sll0445_73	1898	20	10	103	237	3968
sll1272_111	3194	55	1943	938	248	5688
ssr5019_53	1724	20	6	44	174	1948
slr1717_64	2602	23	9	83	221	1742
slr0324_62	1163	1	763	9	40	1299
slr0852_14	3206	739	242	61	52	2481
Entry392_67	768	3	125	6	18	423
Entry698_68	524	6	3	14	81	275
slr0022_51	3614	2	0	1115	35	543
ssr2009_6	782	150	0	3	0	43
sll1477_58	483	0	0	3	6	732
sll0189_40	950	1	0	895	11	956
clpP3_6	212	0	1	17	10	372
slr1451_4	518	0	47	54	4	139
Entry879_60	2606	7	194	765	1064	1463
sll1188_76	934	2	1	1219	265	1408
Entry1667_159	3048	18	3252	180	2200	1421
Entry1339_105	7473	23	2848	2726	216	10244
sll1426_82	3022	5	1498	21	675	6277
Entry41_46	1499	3	2364	6	18	796
slr1208_38	3929	1194	845	1043	45	2057
sll0283_66	2100	23	14	242	221	2291
sll1120_96	1794	8	7	426	133	1564
slr5115_31	2615	809	738	508	300	1534
Entry176_52	1831	105	7	329	130	2788
slr1617_143	1298	90	0	131	12	1134
slr1104_73	3267	15	9	367	153	5821
slr0907_29	7048	413	3649	3732	588	32897
Entry1557_12	1194	6	1638	8	20	2006
rps20_50	353	2	1	1	12	109
sll1428_111	607	0	1	3	8	249
sll1623_49	1124	8	16	59	91	558
atpH_10	374	3	1	103	29	491
sll1884_16	1091	0	0	198	15	765
slr0869_4	1062	4	0	78	53	614
rfbB4_61	1245	3	1	15	31	1983
slr0607_22	2625	2906	709	216	3928	4847
sll0451_201	888	3	0	1	9	437
slr1245_90	1560	529	706	254	18	1229
Entry1832_74	3856	860	8	579	231	5327
petH_46	134	1	2	0	8	248
Entry1832_78	1820	10	3	233	55	3618
rpl23_67	267	1	1	66	8	262
sll8043_73	3278	9	33	137	27	911
Entry1555_10	4985	6	45	53	85	3279
mutS_43	773	1	0	1015	18	754
livH_107	960	1	0	2	14	554
sll1333_108	852	0	390	14	13	355
ytfC_70	1754	4	98	151	33	2513
slr0636_78	1242	1	1	5	11	1050
sll0486_144	745	1	0	8	4	134
sll1998_97	9339	444	647	858	164	797
ssl8028_52	1646	8	78	22	48	1900
sll6109_410	1074	0	1	9	17	2435
sll0710_145	3480	18	479	172	254	1721
Entry1607_32	845	1	5	2	4	283
ssl5039_77	1400	8	3	392	16	1024
slr6043_31	1402	3	0	12	33	2730
manA_39	3371	24	33	423	321	2505
Entry2012_30	1806	1	784	477	4	341
slr1298_37	1133	3	1061	321	24	2184
Entry1448_137	1292	1	1	36	27	1540
rps10_26	432	0	0	0	6	260
slr1440_23	1030	14	448	39	142	1245
slr0602_19	2480	3	1284	573	30	3180
Entry1781_89	2058	1	3	1665	59	1136
Entry416_77	2113	5	15	545	32	2414
Entry1740_39	1246	0	1	179	20	1963
sll1951_46	3305	4	93	171	304	3505
Entry262_54	1208	8	6	67	151	625
Entry1894_63	1107	272	0	161	15	423
Entry1537_30	2830	4	1	115	51	3548
Entry590_52	1206	1	2	24	25	396
slr2036_48	3645	21	21	976	263	4874
slr1565_26	949	6	1	169	41	775
sll1537_3	1356	23	1941	86	199	1185
Entry227_51	1498	2580	6	263	227	1312
Entry1820_45	1452	29	17	251	459	3816
Entry1336_48	1316	965	2	397	7	1453
Entry2109_8	148	0	0	2	1	422
fus2_70	3501	20	10	668	299	3392
Entry1370_9	2057	4	1	8	19	863
sll0424_10	1224	161	60	426	264	1153
Entry823_29	2421	1702	2	17	694	4509
slr5110_130	1413	1	1	50	23	1234
phdD_65	1163	2	2	15	165	1287
trpB_13	105	2	0	3	5	207
ssl3692_48	1067	0	1	0	4	382
slr1515_9	4618	3298	25	130	336	2848
Entry2082_51	1493	15	4	291	114	3136
rpl6_4	37	0	0	1	0	53
slr0964_37	2119	13492	4	224	254	2189
Entry644_57	2470	27	236	311	299	4609
slr7014_183	4780	6	11	257	106	6728
ssl5007_50	1134	7	104	8	29	2724
sll0997_4	1796	49	0	330	17	419
Entry1383_26	1253	2846	14	138	510	2433
Entry1156_0	2884	5	1	2247	76	1376
slr0407_62	1381	9145	24	13	21	1210
slr0727_207	1885	5	243	626	660	3253
Entry370_30	798	101	1	15	21	943
sll1878_32	1371	156	0	5	11	161
sll0815_42	2279	1753	59	8	42	3030
ssr2201_157	921	1	0	269	11	994
norA_11	1983	13	1	1059	731	1766
Entry1112_43	822	15	6	43	109	1927
Entry1942_54	1118	5	1	39	48	520
slr1070_108	1208	4	0	40	19	643
sll1239_304	3667	24	13	133	6462	4992
Entry312_1	3377	5306	540	145	122	3083
Entry238_35	1535	1	0	450	34	1309
argD_4	343	9	1	2	6	366
slr0362_76	2350	163	12	13	302	1131
slr0388_50	1458	3	4	338	1031	635
Entry1881_2	2067	9	1	2016	147	3449
sll0625_21	332	0	503	4	4	80
slr1122_42	3773	18	6	345	190	999
ama_25	629	0	0	62	7	195
slr0800_267	4672	530	1322	2160	519	10295
sll0986_236	2978	5	471	188	158	1860
slr1679_4	1453	15	664	324	22	655
lpxD_11	790	0	0	1	3	204
slr0108_77	1982	348	0	69	23	1358
Entry722_76	1230	167	1	6	15	1461
Entry294_30	1733	1	0	22	20	179
slr7071_25	2933	7	4	1821	140	4319
Entry329_22	1748	7	5	67	2152	3975
Entry79_49	1388	10	885	137	65	1310
Entry1238_1	2370	13	2	969	65	4720
ssr0761_16	1993	1941	560	209	119	2429
Entry1899_30	1195	5	4	1000	75	513
slr1042_15	1360	4	1	16	43	1318
hhoA_9	3533	24	1365	293	388	3091
ho2_23	1838	1998	1	13	28	804
hypA_40	1789	10	44	26	85	1209
pds_16	601	57	1	4	14	269
pqqE_3	3614	8	3	59	382	4822
pyrD_27	183	0	0	1	4	144
Entry1096_53	2328	1	363	2	10	832
slr1600_16	1799	16	8	77	239	3513
bcp2_111	5628	18	122	64	163	7377
dgt_95	3169	5	1	366	771	4237
Entry1971_24	1303	2	0	7	15	818
sll1293_36	2266	6	485	208	39	1654
sll0984_70	3865	409	5	631	95	4611
Entry1524_57	9929	43	326	1738	15555	14013
sll0507_54	628	2	1	49	16	258
slr0516_69	4717	1911	1669	2014	1148	3543
ureB_15	1332	0	3	103	22	978
slr1721_16	451	0	34	35	0	35
sll1886_44	1817	2	0	337	18	1038
ssl3446_85	1057	1	0	9	18	1986
sll0558_35	938	0	273	1	3	61
rps16_61	559	3	0	13	40	717
ssr3188_5	3934	2496	200	1516	54	222
slr0353_48	973	1	1	16	25	1665
sll5083_56	1755	19	8	609	263	2877
sll7077_21	474	11	2	64	136	1222
glgX2_22	1450	4	2	16	29	1114
Entry1092_82	3205	19	1208	499	474	2625
bioY_23	1942	7	2	31	96	2410
clpP2_24	200	0	0	1	10	128
sll0297_56	4888	6050	52	307	789	2394
sll0376_4	903	116	0	30	13	1206
Entry1054_15	1531	2	1	76	39	2997
slr0789_19	2888	48	1118	118	991	1598
sll0082_38	1249	205	308	3	21	1353
sll1348_43	2882	109	11	180	28	1408
Entry1511_1	1488	1	333	30	25	1802
sll0253_273	1747	19	392	728	148	2583
Entry1725_1	1705	9	2286	19	56	3320
slr1805_27	906	1	1	3	10	846
Entry2022_7	1198	1	2	1	10	1026
sll0382_58	3159	6	1122	326	511	2656
slr7024_43	805	1	0	107	9	501
sll1723_31	1865	2	585	288	199	3035
ssl1004_37	1973	2	3	80	28	2765
