sgRNA	Lib36_gDNA	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2	Lib66_gDNA
sll1156_217	1797	8	1	259	977	2087
slr0038_26	958	7	0	13	60	1173
SyR8_67	3887	1482	6	84	2696	1840
Entry1603_77	1563	1	2	1041	57	2071
sll0403_176	1380	18	10	84	240	2296
Entry1394_71	4070	36	5597	657	353	11169
Entry1799_0	4413	9	53	484	1089	8288
sll1999_106	2027	1	1	80	18	2654
leuC_13	772	3	2	3	16	259
sll0162_65	1152	5	1	79	81	321
slr1616_71	4253	6039	409	56	106	2941
Entry21_29	3532	34	2130	266	1304	1632
slr1712_40	3051	712	26	395	762	5135
Entry1085_43	1685	3	3	625	26	2426
Entry1136_44	4203	2724	196	2095	1296	8391
Entry891_55	40436	14458	5684	15259	6970	50496
ssl1972_46	1653	1	155	132	530	1854
slr1603_37	1316	15	965	42	124	811
ssr8047_23	907	3	0	57	8	1033
Entry760_5	190	1	3	118	35	348
sll1638_53	3758	493	7	727	191	2531
Entry785_50	1166	1835	1	4	17	559
recQ_53	534	0	3	8	18	438
cbiB_87	2609	6	1	437	4257	3146
sll1192_28	1091	25	1275	90	336	1058
sll0228_55	2033	37	3	30	70	3403
pyrC2_13	1714	7	3	911	45	2206
sll5066_46	1595	41	2	33	31	2243
slr1936_97	29032	5945	11392	4511	13224	63973
slr0495_6	1869	4	0	694	14	376
sll0608_18	1627	8	65	18	65	1876
Entry140_24	2037	2398	110	4941	76	2982
Entry1268_0	1085	128	2	4	10	462
slr0521_32	1525	171	652	167	127	2363
Entry1480_55	1003	2	2	7	8	689
Entry1974_49	610	3	0	12	12	455
sll0201_264	27622	7431	2618	2121	2622	27923
Entry1613_26	2711	1	3	21	165	2386
slr0770_57	2500	10	1	52	564	3123
sll7044_52	1275	1	0	478	22	1302
sll7066_108	1482	1	97	7	10	905
ssl1263_76	1750	16	1430	99	205	2224
ssl1792_96	1462	25	1	322	35	3114
slr1664_85	1176	859	4	78	16	148
sll0095_33	1215	2	0	95	15	434
atp1_39	2269	7	648	492	73	2051
ubiA_7	1292	21	2	16	804	694
Entry1666_7	1306	59	0	123	22	1508
slr0666_76	3827	5809	3	1014	41	1243
slr1147_4	963	1	0	7	24	1672
sll0790_152	703	1533	1	2	9	779
sll0790_151	1595	5843	1267	4	4182	968
sll1258_23	1197	6	0	69	46	1134
sll1429_215	834	0	0	36	20	573
Entry1245_93	3082	6	6	54	58	995
Entry821_16	1488	1	501	159	22	1402
Entry1696_22	1533	0	86	105	20	351
rpl1_40	250	2	3	20	24	724
slr1864_128	1685	3	0	66	19	1226
ssr2318_11	902	3	1	167	35	855
Entry934_38	1496	11	8	515	165	3142
slr6108_311	2689	4	1024	21	26	2081
slr1084_35	2069	216	1	6	9	217
slr1690_75	1294	0	0	12	28	1133
Entry2021_56	1813	18	4	659	3524	2406
slr5058_40	2703	8	524	1073	88	5566
Entry934_107	2022	2	1	15	29	1848
slr0664_37	406	0	0	2	1	75
Entry467_93	1634	2	55	169	27	361
aspC3_16	2192	11	1631	103	31	1852
Entry1211_77	1212	2	1	16	37	4417
Entry887_42	1579	3	365	351	43	1503
Entry741_37	1147	299	1	7	19	662
Entry1574_23	1340	2	0	41	981	1231
sll0103_52	1013	3	2	11	23	1496
Entry741_32	279	1	0	1	3	29
dsbD_133	1308	21	3	179	39	1937
slr0937_151	1820	9	3082	2756	44	3512
sll0699_97	29032	5945	11392	4511	13224	63973
Entry616_29	351	3	0	22	23	117
slr0695_16	1008	10707	28	67	7	930
Entry554_36	1965	14	5	66	148	2996
slr0267_100	1143	3	3	66	978	1260
sll1292_28	2877	13	5	839	125	5111
slr1148_8	1044	2	402	58	131	319
Entry199_34	1841	10	3	29	298	2038
Entry246_68	970	12	0	933	22	3087
ureA_11	1448	19	8	54	119	296
Entry1917_2	309	1	1	2	14	218
Entry1917_3	132	13	4	46	139	162
slr0285_65	606	1	0	1	9	358
sll5032_50	477	914	1	237	9	652
sll0787_144	1467	2	1299	21	24	2856
Entry1372_5	3407	1953	3	410	87	2318
Entry1097_105	3730	12	2	40	103	1617
Entry1470_38	975	1119	7	88	211	2020
Entry401_19	1239	3	0	435	13	1756
ssr2227_58	1984	206	261	7	11	1162
Entry1104_55	1076	4	8	1011	23	1224
Entry880_30	1440	0	3	22	15	387
Entry440_88	2182	846	196	128	26	1089
sll0678_113	1676	5	1	39	33	2699
lysS_4	2855	19	292	115	299	2117
slr0453_10	3964	252	546	2652	4293	4650
slr2104_30	1759	258	2	50	41	2998
Entry1312_43	798	0	6	168	5	520
pstC2_30	1968	3	260	41	33	1717
sll5079_35	1417	7	1	24	68	1392
Entry930_78	1580	1	0	385	13	655
Entry1045_70	1469	8	8	266	443	3138
ssr1041_47	996	0	32	339	12	1233
sll0295_123	3338	23	675	524	462	4621
psaK2_105	854	0	0	1	7	764
slr1334_12	1253	0	0	2	7	267
sll1094_63	476	0	0	142	6	831
Entry1687_31	1231	1	2	164	23	1265
sll5062_33	342	24	609	59	153	420
sll1897_4	1728	0	1	303	26	2758
fabF_71	567	7	1	25	71	659
purA_35	1277	27	11	295	295	1045
sll1041_44	586	2088	1	40	3	359
kdpB_58	1764	5	1	526	18	721
Entry1692_5	1361	6	0	231	82	3819
sll0651_264	27622	7431	2618	2121	2622	27923
rpl29_9	368	0	1	3	15	329
slr0443_65	1153	0	0	23	11	514
Entry2014_62	3319	142	0	22	74	7603
slr0815_35	6682	1122	1377	967	281	9121
Entry1329_0	773	3	6	3	28	98
htrA_97	1779	1	0	15	26	1605
sll0257_70	1894	200	1970	277	366	2349
Entry2057_9	74	0	0	0	0	50
Entry1473_2	1613	6	366	4	225	707
Entry1815_0	1123	5	5	51	161	1840
ssr1528_73	1210	1	0	7	7	903
vapC_109	796	2	3	9	40	457
slr1585_204	354	4	40	5	21	121
Entry1010_3	1680	5	26	7	22	2793
ssr0109_12	2515	567	45	115	396	531
sll0585_35	865	1	2	98	340	1154
Entry1651_29	1630	965	0	226	20	2111
sphS_105	1127	233	0	3	11	445
gumB_15	1705	1154	115	735	100	3887
Entry505_41	1940	35	28	229	3796	5343
sll0545_55	2972	996	15	248	56	1860
Entry1909_38	2149	1505	182	28	34	4338
Entry1938_20	2935	15	813	69	187	1825
Entry579_28	4305	7	217	620	238	5938
Entry1637_106	2714	14	5	822	151	4156
rfbW_37	2306	1260	2611	14	27	3587
sll7087_25	3458	2	3	225	38	4069
sll1285_80	980	1	1	28	7	201
Entry45_39	1146	11	91	46	99	2120
secY_44	323	2	73	23	63	435
Entry1930_21	4537	105	1098	412	246	2990
sll1446_53	2522	16	9	2117	232	5063
rfbM_27	2006	3954	35	2215	19	2125
sll0471_7	1400	3	0	3	25	1761
sll0146_124	2032	10	3	802	237	2803
Entry1991_9	516	13	4	89	159	1306
Entry1910_43	174	3	0	6	11	304
sll0733_21	895	4	285	285	41	1210
rpl35_44	244	1	0	5	16	466
sll1556_10	2721	9	6	1560	170	2477
mmsB_199	3857	1764	235	419	128	3826
sll0783_69	1359	13	9	89	159	2115
slr0314_67	3609	8	1034	811	103	6553
Entry30_2	2298	6	1	553	50	4056
slr1417_10	1928	3	0	57	28	1120
ssl7053_19	1706	4	10	1595	63	3112
Entry1216_42	2291	2	0	551	354	1676
sll1979_21	738	8	5	22	60	1716
slr1053_79	1426	4	1902	13	979	1000
sll6036_288	2482	4	1	25	52	2338
groES_13	770	20	1	32	25	257
slr1846_40	507	4	0	25	66	549
ssr2130_8	1678	6	1611	48	18	1457
Entry1589_74	1079	1	1	18	24	1947
sll0249_8	1877	9	1	176	112	856
folE_4	411	0	0	0	22	266
Entry1224_31	1521	3	112	8	24	895
psbU_76	605	6	258	24	44	446
slr0249_27	2195	67	0	411	614	846
kdpB_106	746	1	0	92	4	609
slr0593_157	1097	1	2	219	19	1610
Entry2057_45	1116	3	1	7	30	2626
slr1926_27	2243	7	2	169	122	565
Entry180_86	2240	6	1205	953	409	2914
ilvC_45	334	2	0	5	6	237
sll5061_7	1518	153	0	16	53	1995
ssl7007_72	3289	3022	1	2057	39	4530
Entry1191_50	1024	3	1	31	2045	1189
sll1913_4	1271	2561	28	21	8	406
ssl5025_55	1322	17	5	78	204	2593
Entry1924_29	1338	3	2678	968	30	2349
cobW_11	1489	3322	6	133	251	2512
sll0069_4	1103	11	8	34	116	687
slr1936_134	31496	6127	6634	3877	794	17667
sll0381_3	2326	15	41	86	105	624
ycf21_69	2349	14	1	305	151	2074
slr1783_80	1656	16	14	484	127	1897
Entry924_29	1565	2	3	14	243	140
Entry1189_58	2638	3507	642	288	2064	2981
sll0180_16	2772	64	454	228	36	3555
nth_77	3341	35	481	459	274	2843
Entry678_46	6314	36	1692	892	587	19465
Entry1830_49	4167	49	1	170	746	2232
Entry1237_9	1433	2	0	663	20	563
Entry603_0	3942	10	600	976	104	3383
sll1186_10	2340	5	198	30	47	5448
sll0744_13	3068	6	4	532	80	2070
Entry1190_41	6963	28	7	197	1630	10925
Entry2100_15	1589	2	1259	1002	95	3691
Entry1304_76	1211	0	0	134	12	622
Entry1726_33	1517	6	2	413	52	2631
mrcA_7	2848	4	25	312	63	1986
sll0654_4	1612	1890	23	183	16	1204
phbC_188	2530	31	32	1037	86	4316
Entry1184_59	1009	1	1	156	6	582
Entry1328_5	1429	2	0	285	1346	1441
mntB_25	696	9	286	40	111	663
slr0377_9	1409	11	6	216	90	2555
Entry594_49	1311	6	0	6824	55	1324
slr6067_32	3704	3	3	85	65	4130
Entry1859_116	3412	27	897	3495	350	6574
Entry1181_34	890	0	0	4	11	270
Entry1706_66	3724	954	117	642	95	4015
Entry4_19	987	8	13	362	34	1867
sll0088_31	1000	2	0	163	5	96
sll0497_61	1125	2	0	4	15	313
Entry1797_40	1396	4	258	41	27	2587
slr0881_25	1731	2	0	51	24	1138
sbpA_85	390	0	0	1	0	119
Entry1320_4	2725	7	1	261	108	4744
slr6049_137	925	2	493	6	12	1016
slr5022_76	4394	20497	223	884	60	6692
Entry1400_27	2346	6	1901	114	32	3957
slr1301_58	2243	1917	0	35	18	2054
slr0688_53	1147	4	2	1342	16	624
slr1813_70	1168	419	699	33	37	1175
pyrH_100	756	0	1	12	66	1044
Entry177_8	8	0	0	0	0	8
slr0887_63	5665	4698	8	1488	244	13253
bfr_137	1059	1	0	175	26	540
Entry1133_50	78	1	0	4	11	135
slr1866_95	674	0	0	43	5	956
rpoB_8	1573	9	212	410	72	2211
pfkA2_50	1316	7	329	1212	128	2842
Entry210_1	424	3	1	252	61	195
sll0513_58	1659	6	3	6	21	2850
sll1830_17	3180	201	34	663	1707	4312
slr0848_19	1159	6	3	19	51	1034
slr6084_8	3542	2	112	27	5724	6633
Entry1249_2	9008	6	0	349	54	6200
Entry812_33	1614	836	1	227	17	2416
slr7095_68	1046	2	1	48	23	410
ssl3573_63	1374	2	0	8	71	1055
nlpD_65	9612	28	8	202	324	10677
rpl15_21	701	3	0	16	53	1163
Entry1434_82	4406	63	2818	684	170	5449
ssr1480_20	2494	1	1	35	19	2745
petE_23	1391	1	0	13	28	911
kpsT_19	1052	3	426	41	24	1501
Entry987_46	2788	3	3	131	38	909
sll5050_12	2171	4	62	1060	29	1749
slr7010_42	1101	2	1	18	45	1190
Entry987_43	1371	1	29	10	27	822
metH_20	487	1	2	70	16	345
sll2006_20	1690	14	4	1444	207	2205
Entry1399_23	1599	4	5	72	136	2811
thiG_10	335	2	0	11	26	307
Entry1891_53	1308	0	1	3	8	190
ssr6078_6	4987	101	414	1164	1032	10496
slr0864_5	1070	5	169	524	91	1298
Entry857_29	2809	3345	0	710	2735	3751
Entry648_32	3385	8	186	822	69	812
Entry253_3	2266	21605	691	44	127	2535
ycf40_11	1468	6	7	604	108	3866
slr0612_73	2265	7	2242	37	72	2220
ponA_50	822	0	9	18	19	1182
sll7069_19	1261	1	0	4	26	2952
slr1494_6	943	25	88	921	314	1284
Entry49_22	2907	6256	724	162	71	5872
spoIID_43	4756	6	753	521	58	5773
Entry637_41	1331	1	1	120	18	604
Entry538_107	3461	6	1711	892	65	5532
rps17_81	1523	24	10	152	324	1936
slr1184_17	1547	3	1210	19	2854	2858
Entry130_5	1904	3	13	26	63	1588
slr0551_39	4048	8	184	20	2226	5597
Entry1655_0	1419	1	888	4	11	321
pet112_54	342	0	0	6	12	303
dcoH_35	2667	3	117	323	123	1027
tsf_13	297	10	4	41	138	397
psbJ_46	1050	21	10	166	408	2374
slr0913_97	1155	0	30	649	8	536
Entry1916_30	3640	115	1152	250	206	9181
sll7067_140	946	2	447	4	17	1625
sll0737_16	1518	28	0	279	15	354
slr0380_14	4050	6	6	114	136	4044
todF_10	1623	6	1224	269	28	2210
glyQ_111	1437	6	540	574	33	3366
Entry518_97	1037	2	1	27	274	182
Entry199_23	907	8	142	11	50	314
dnaA_31	843	4	3	206	143	551
sll0040_46	3108	6	234	424	2136	2071
slr2119_54	1492	141	440	219	109	1830
prk_40	2118	16	1080	297	75	2132
slr0978_70	1782	1394	1	648	26	2222
slr1186_52	1730	13	2	50	109	1692
slr2018_112	1070	25	12	286	349	731
Entry2014_54	646	1	119	5	23	637
Entry1955_56	947	2	192	16	24	2687
sll0775_18	2738	8	769	6	1087	720
rpoD4_24	3098	26	1317	477	262	4883
cobN_21	4913	3838	715	529	685	4592
purB_16	781	1	0	28	60	314
Entry456_27	2866	7	1518	790	90	6203
slr0324_15	974	1	0	215	18	803
Entry758_117	602	40	11	607	361	461
im30_14	398	1	0	3	10	320
slr6057_18	1163	0	2	93	15	1165
slr0531_72	1199	374	12	4	16	1195
Entry1270_45	3048	31	4	163	414	3033
Entry1405_41	1109	2	599	15	21	277
Entry1658_21	4101	6	1121	282	54	4535
livH2_154	3194	4	10	465	25	2372
sll0282_106	1312	2	0	19	26	1945
slr1959_209	1363	3	4	84	33	2540
slr1533_48	1432	6	3	114	83	1641
Entry1677_36	1668	3656	10	9	33	2119
sll0485_17	1375	19	3	3	9	1242
sll1608_15	1071	137	6	38	123	2062
sll5052_142	2309	10	5	331	92	4265
Entry1261_48	847	12	111	102	1510	2704
ctpB_6	2779	10	10	102	118	4462
sll0983_133	2083	18	5	88	210	4191
sll1632_38	1192	2	1	16	26	1540
slr1276_75	1139	13	27	13	17	2180
ssl0738_130	898	2	0	1	8	904
Entry2002_35	1317	10	500	415	25	2816
Entry811_33	2939	3	0	1687	32	2148
slr1826_40	1256	2	0	125	14	1248
amiA3_28	103	0	0	0	0	185
slr5127_126	1528	0	0	0	383	126
Entry1963_87	770	1885	0	484	8	571
Entry391_9	1461	250	2	1160	67	1772
slr0145_14	2079	300	4	887	129	3114
rnhA_11	1073	2293	0	153	18	826
Entry391_4	1302	3	2	668	46	2586
slr1684_204	1981	2	0	41	27	2796
slr0729_28	626	0	1	21	9	474
sll0735_19	3259	2685	4	34	204	9309
fus3_8	3867	39	968	495	69	3695
sll0800_72	2608	4	1914	150	32	3462
slr0868_20	1763	26	61	15	31	1050
slr0152_46	3710	24	1333	219	2305	6301
Entry358_33	1894	5888	2564	312	48	3666
Entry493_21	3735	11	103	364	69	1391
sll0863_21	1722	3	5	389	54	2224
glk_86	2271	3	1670	11	33	2483
sll0147_37	3767	3	378	22	113	1972
Entry721_37	696	0	0	114	9	258
sll0588_66	2124	16	10	100	247	3911
sll2009_16	3076	518	224	74	60	4947
slr0698_58	1262	1	309	5	16	2487
Entry1003_23	1930	8	796	1286	2112	3759
Entry625_3	871	1	0	31	13	2489
Entry373_81	1545	6	458	41	31	2231
Entry665_25	2057	12	3004	294	55	3187
Entry168_18	1216	2	625	6	12	2113
gshB_24	3276	250	112	343	57	212
Entry1886_50	4499	14	882	197	144	4964
murD_34	4341	5	3	36	82	3596
sll1652_16	1270	0	236	9	13	647
Entry195_22	2307	4	2	18	39	4882
dnaX and dnaZ_37	2254	6	1003	26	1173	4051
slr1790_22	1267	7	2	23	65	2111
Entry1128_69	1568	5	160	96	79	2519
slr0322_12	2056	1492	0	176	318	408
Entry142_42	1247	18	96	39	155	78
slr0007_10	2844	14	203	117	51	3718
thrB_28	1929	4	1199	24	32	631
slr1573_103	3290	909	0	201	32	975
slr0877_16	324	16	3	72	111	417
Entry841_104	6683	29	48	3326	376	11769
slr0863_13	1034	996	0	865	9	912
Entry1896_76	2165	15	981	155	96	764
sll1698_30	1288	2	1	22	53	2398
Entry664_101	1503	3	3	284	43	3546
sll5066_67	909	1	1	8	11	1141
sll7086_14	3254	872	495	722	34	1251
Entry1126_86	1584	3	3	25	24	2616
slr0320_11	1188	3	1	11	33	838
purH_41	939	891	2	2281	24	1030
sll0896_42	605	2	0	113	6	762
sll1091_23	1119	2	0	2	16	869
Entry243_61	1773	17	1141	58	565	1094
Entry424_125	405	3	3	63	11	227
Entry538_92	924	3	0	31	8	515
Entry1165_38	2672	7202	16	159	339	5625
slr0143_13	904	0	70	0	20	475
Entry783_80	1226	2	1	27	7	338
Entry1490_93	1645	13	2	48	187	980
slr0348_37	276	6	362	26	63	553
sll1080_33	1094	3826	2	232	187	1150
sll1791_212	3121	8	4	82	105	10793
Entry1178_21	1638	98	0	28	25	2760
suhB_46	676	0	0	9	11	87
ssr2806_62	1300	3	1	9	22	1704
Entry191_67	3761	18	10	727	47	3119
Entry1454_21	1486	2	0	1090	21	1541
Entry170_45	5903	1642	1549	2139	171	5306
prc_88	1135	29	5	12	28	367
iutA_52	1379	0	1038	819	454	1971
Entry1968_8	607	7	3	22	83	624
slr1116_84	571	16	26	42	167	459
slr0697_31	3998	13	100	102	2151	7129
slr1467_19	3112	6	143	19	53	2272
Entry256_49	1143	0	731	270	34	2682
petM_52	1160	1051	10	479	15	943
hemE_40	624	7	3	43	87	1650
eno_68	2139	6	2	101	142	1282
slr5058_65	2939	8	110	109	152	2622
slr0613_37	1738	562	1	324	25	844
dnaJ_33	1254	1	829	642	14	252
Entry1846_60	6066	4924	924	903	2264	4945
slr1409_87	4446	4026	668	886	180	7784
chlI_48	862	1	17	3	20	981
slr0955_55	1459	3	939	12	309	582
Entry1168_33	2805	5	1	169	67	5130
slr0725_5	752	470	1	1	4	478
Entry1688_38	1642	7	599	1057	94	1095
ssl0769_75	3136	5	0	134	551	1392
slr0695_34	1745	4	59	2370	24	1522
sll0763_76	1135	1	2	8	6	1697
slr1428_91	2178	3	505	17	32	2622
slr0581_16	1443	1	1	5	8	349
sll1214_10	1384	1	0	21	3	84
sll1916_33	2727	1	0	181	31	831
Entry1894_30	943	52	191	2	10	937
slr0489_7	1264	1	490	94	11	921
Entry1375_50	1740	14	700	29	89	1665
dgt_22	2975	15	5	448	188	1054
Entry1375_53	4052	299	1008	323	181	8136
sll0169_39	836	4	3	328	1592	397
slr8021_78	1999	9	11	62	150	976
gdhB_8	1752	22	4	728	323	1894
Entry694_1	1131	5	137	10	19	1743
napC_32	2987	44	16	1505	622	6704
sll1254_84	2347	10	2926	837	30	4086
ssl0769_127	1127	95	220	418	187	1608
nadC_24	1258	1	0	5	29	606
Entry1776_48	1230	1	1	4	16	1424
sll0810_48	1946	2	1	20	62	1726
Entry1967_2	630	3	0	219	14	469
Entry2028_7	74	0	0	0	3	170
Entry1119_132	2970	9	101	233	148	929
rfbA2_34	3710	16	10	641	29	3352
Entry1290_4	1150	0	0	10	18	979
slr1062_50	1373	1	307	320	17	409
Entry367_63	1543	138	666	7	18	421
Entry1886_64	1371	5	70	29	45	1486
ssr1375_25	1325	9	0	159	26	789
sll0012_212	16862	89	5735	3696	8735	36155
sll5033_84	1532	3	1	148	21	1262
Entry1634_72	1271	3	1	1011	545	2066
Entry1634_71	1341	2	973	450	19	1639
sll0729_42	1050	2	0	428	1984	667
fabF_52	994	17	1	646	14	585
panD_82	763	7	1	55	96	1052
slr0445_43	3468	78	1035	173	452	5700
ssl1552_163	1952	17	1	99	85	2563
Entry1538_48	2430	19	3	21	101	1318
sll0172_52	2544	7	2	213	121	1458
slr0166_213	20736	8307	2510	2123	6504	36159
sll5076_181	2092	6	46	615	70	3878
rpoC1_7	695	1	97	11	38	426
Entry583_68	450	0	0	0	1	9
amiC_58	2048	0	4	58	43	2180
mutL_118	4967	27	549	907	414	8872
slr1841_35	835	6	6	98	102	1011
Entry1749_51	3743	15	39	314	332	397
purN_43	1280	1	1	9	14	755
ssr3402_15	1555	4	812	442	27	2814
Entry1025_30	2133	20	1214	1358	235	1412
Entry224_4	954	0	32	2	7	623
Entry1628_35	2603	2	0	1192	49	2409
sll0666_38	3567	10	801	93	118	6368
psiR1_56	630	0	3	0	3	162
ssr0536_72	966	0	12	4	135	1489
Entry1283_101	992	21	0	491	13	535
slr1687_43	5879	2726	3	656	113	3896
sll0447_208	1526	5	22	127	17	1916
slr1160_44	1077	1	0	871	31	2036
sll1424_4	4739	6	990	68	44	5844
SyR47_63	3407	3	1	11	117	3036
murF_7	2045	3	1264	17	43	3532
slr0352_134	31496	6127	6634	3877	794	17667
slr0794_70	953	0	1	9	12	978
Entry1182_58	4931	7	5	64	8871	9775
sll5003_44	1218	2	16	389	30	880
Entry1196_28	2067	36	5	752	5540	3701
sll0921_103	758	0	0	1	7	199
sll0085_27	1812	2	173	19	6	943
Entry1620_26	3489	931	2094	731	140	3309
sll1433_43	2201	1311	4	415	122	1005
sll0545_34	7927	34	840	884	412	2962
slr1385_16	909	3	3	156	38	432
sll0033_10	1483	4	753	13	65	1787
Entry1010_8	741	1	1	12	29	1180
ssl2717_92	1052	0	1	7	19	1666
petF4_46	1807	8	6	23	87	1889
ssr3409_24	1033	0	1	3	8	302
sll1446_32	2304	3	3	39	67	2531
sll0497_4	394	1	0	41	3	115
Entry2085_30	1723	11	6	591	1189	3322
Entry586_36	853	0	98	3	13	337
slr1863_130	551	2942	1	36	3	507
sll1954_53	3092	5791	1489	271	85	2336
Entry322_63	2187	3	4	416	66	2359
Entry1881_29	1569	3	2	33	33	2425
slr1915_64	2131	8	3	12	35	2054
hisF_96	1219	10	811	50	155	788
mrdB_37	1324	14	8	61	216	819
sll1556_35	3637	8	1480	17	43	4890
slr0264_9	1264	2824	3	32	86	956
cpcA_22	1162	3	1	10	12	489
lepA_47	1479	2	0	63	61	1923
Entry111_31	2918	878	1409	30	90	4087
Entry478_119	1463	4	2	1593	25	2431
sll1022_4	681	1	0	5	3	1189
sll1774_96	1076	2	703	4	6	521
guaB2_29	1832	1095	0	648	20	986
sll0423_29	1446	1	46	14	24	3737
Entry573_33	1053	16	11	30	58	1789
ycf24_37	617	1	0	7	13	525
Entry800_31	847	227	6	88	191	2392
psaA_34	93	0	0	0	0	98
slr2049_31	4264	43	932	270	552	9540
Entry1430_146	1006	0	1	10	13	377
slr0573_64	1170	0	1141	314	13	1029
Entry1350_63	2114	5	11	1349	63	3522
slr1577_13	3052	16	51	829	533	2916
livF_87	3436	14	14	232	2899	8944
sll6052_204	2646	27	8	901	279	5948
slr0700_82	1503	2	1	8	22	1118
slr8029_31	629	2	0	6	24	617
rfbC_43	1168	2	187	88	19	2142
ssr2551_24	1393	2	32	100	84	1052
Entry95_138	1953	1	0	14	290	2245
sll1482_10	1853	29	17	846	256	2237
slr1847_70	3610	13	669	55	154	1382
ssr2554_51	854	6	364	44	95	445
plsX_52	1239	2	0	9	55	443
Entry1297_21	1482	5	92	139	54	778
petA_100	249	1	0	6	26	246
apcB_67	744	0	31	7	12	226
frpC_102	1474	22	6	74	195	2954
Entry1089_147	1690	4536	5	39	35	1395
ssl5025_35	2925	9	4	254	130	2910
slr2030_25	3344	5	981	201	40	2625
slr1128_86	1343	26	8	121	327	1526
slr7010_9	1484	3355	1351	288	242	2610
slr2113_211	28402	10399	3486	7143	1459	36240
thiG_127	801	4	1	4	18	403
sll1036_42	2217	2	0	14	41	1852
Entry1759_23	1406	3	457	676	1664	2672
hemN_84	1814	6	5	140	518	2031
Entry316_84	4172	5	1587	278	1043	6423
amiA2_66	1739	1	748	518	21	1992
slr0857_306	28402	10399	3486	7143	1459	36240
Entry1503_35	4430	17	128	1047	159	3485
pdxA_45	3101	541	644	1741	77	2776
exbB2_37	511	6	759	3	8	663
Entry544_42	3367	10	437	37	55	1293
Entry701_42	1535	7	480	276	59	1611
Entry232_46	1965	465	3	333	57	2034
slr0381_172	1525	3	2	91	91	1784
glcF_8	3298	7	7	1201	89	4199
Entry921_39	1766	5443	56	885	118	4051
Entry921_38	4365	65	1142	2571	805	6757
Entry372_57	3999	574	2	227	286	4603
sll0369_79	1277	5	1669	96	386	617
ssl3364_37	648	391	1	12	24	920
ahcY_47	1310	1246	1322	12	22	3843
rpoD2_27	1807	4	1	1179	71	2768
Entry314_85	1239	3	1	17	51	1541
ppa_64	4340	675	1066	145	1706	4462
Entry1119_80	2827	6	2970	760	24	1475
slr1869_55	363	0	0	4	4	60
sll0611_6	1835	941	371	37	30	2666
moaE_33	1532	1	2	345	10	990
sll0063_24	1584	4	3	30	36	407
slr1077_79	1058	0	0	4	10	178
sll5076_75	3395	6	3	874	107	5821
slr7080_20	1655	7	1	86	24	2064
lrtA_103	1875	3	2	11	27	3183
gcvP_3	3261	3	1	15	50	1032
ssl6035_43	1297	2	0	155	13	278
ycf46_37	2108	9	552	92	111	3848
ctaC2_95	1374	218	1	624	72	868
phoH_24	2743	4091	152	833	298	2001
slr7101_61	1469	6	2	274	72	1813
glnA_23	807	2	0	3	7	654
Entry1549_46	1448	67	2	1	17	423
glcE_33	2500	4	1089	20	82	443
merR2_224	2104	59	845	588	52	1202
Entry1048_61	4776	35	2157	546	315	2811
sucC_17	3378	3635	154	437	45	3506
Entry2081_30	1363	0	1	1	16	870
Entry72_32	1667	7	3	26	64	910
Entry940_47	1630	4	1	14	29	1919
sll0031_28	4917	38	2692	904	2599	2385
Entry1900_75	1281	8	356	8	1582	239
Entry1319_41	1005	2	32	1	9	237
sll1960_40	985	3	0	313	19	1758
cbiH_67	755	1	2	24	22	591
Entry1500_0	2522	1884	4	46	175	596
folC_24	2493	6	497	50	87	706
Entry1522_121	307	1	0	8	17	359
slr8046_264	27622	7431	2618	2121	2622	27923
ureF_7	1354	358	3	32	73	631
slr1818_4	1467	0	7	20	109	2016
slr2128_64	763	7	5	97	54	258
sll0098_4	1706	6	611	3	616	1039
sll0264_32	1920	3	38	9	17	796
slr0404_24	857	3	0	7	31	173
Entry365_23	2122	4	669	267	45	3497
slr7095_49	1348	1	183	25	16	1002
sll1830_34	2404	0	0	130	32	2429
ccmK_39	3843	12	803	352	129	2176
Entry946_26	6769	1459	54	3102	476	13494
Entry1414_41	1848	9	3	25	86	1311
sll0217_7	2128	3	480	7	25	1569
sll0182_38	1245	5	764	6	14	1316
Entry2011_59	1806	1	784	477	4	341
slr0765_159	1716	15	3	31	116	229
carA_39	247	1	0	2	3	202
nlpD_48	2979	25	1822	1180	254	2642
cysK_49	1882	1	0	533	18	757
moaC_31	1443	8	111	12	2136	1498
Entry842_35	1765	6	1014	18	27	1094
rne_175	3287	3	1	15	47	4003
hemA_8	1331	7	41	51	86	803
Entry411_4	1968	10	552	42	156	2820
stpA_11	2848	5637	937	708	103	5493
Entry1592_52	1629	2	2	2169	13	534
Entry718_7	1114	0	1	12	10	1816
sll1003_77	2595	642	122	30	41	5811
sll0174_29	6600	2610	2693	2511	4550	4648
gst_20	290	1	0	0	6	180
Entry160_135	6707	10	161	1582	158	12931
Entry83_127	1578	21	1192	88	224	2454
slr6065_13	1218	1	2	12	1188	2837
Entry834_2	452	2	0	8	9	95
sll1697_23	1837	9	0	12	188	2797
slr1763_8	6307	36	3	550	77	3075
sll0798_7	1852	14	5	71	148	3129
slr7052_7	2193	5867	298	53	158	806
sll0161_213	3006	8	1394	568	80	5517
ssr6085_64	3596	35	21	120	140	3414
sarA_4	1061	1	0	512	15	955
Entry98_33	1131	4	2	39	41	2896
slr0551_19	1286	6	0	98	47	167
